"","X.GSM2184194.","X.GSM2184195.","X.GSM2184196.","X.GSM2184197.","X.GSM2184198.","X.GSM2184199.","X.GSM2184200.","X.GSM2184201.","X.GSM2184202.","X.GSM2184203.","X.GSM2184204.","X.GSM2184205.","X.GSM2184206.","X.GSM2184207."
"RPS10P7",7.660937154,6.712453619,6.712453619,6.719666982,6.744517856,7.812497836,7.623663926,7.500428047,7.545679915,6.77602635,6.803192906,6.751731219,6.696477072,7.541951196
"NAV1",11.48798054,10.48599048,10.52745404,9.805581605,10.08390992,10.65664768,11.05564216,11.03539039,10.80013862,9.856163285,9.84174001,10.60782531,10.47459667,11.41093871
"IPO9",11.99386005,11.23678827,11.20030889,11.13494117,11.01778682,11.89087789,11.88588001,11.83647453,11.79356475,10.97302396,11.08554473,11.11975578,11.1105101,11.87528004
"SHISA4",9.868564792,8.954708907,9.113856618,8.670150093,8.826114749,10.01028266,9.352376651,9.523482224,9.890833521,8.844583539,8.866736347,9.022547576,9.093571269,9.831124885
"TIMM17A",10.32472488,9.205400836,9.067738898,9.240504419,9.258584524,9.997126493,10.29976185,10.18510092,10.04802161,9.305877081,9.3505215,9.28317694,9.274552241,10.3096474
"RNPEP",11.23093977,10.52188863,10.51495981,10.40848317,10.32451467,11.37608445,11.03649953,10.82023078,11.31940962,10.43243457,10.51969988,10.53883044,10.54716041,11.25813722
"ELF3",6.115013998,5.363089358,5.286619727,5.296435979,5.198404019,6.130428329,5.94967803,6.025047714,5.929109103,5.32201886,5.241976306,5.243877164,5.317753522,6.030214288
"GPR37L1",8.18536488,7.910672882,7.849132007,7.682839592,7.539382449,8.13241127,7.950606428,8.041641226,8.015467322,7.605486246,7.463242518,7.726531318,7.74281108,8.148257127
"LGR6",6.699826797,6.036765728,6.106646417,6.247411514,6.223105776,7.503776531,6.970752904,6.84035393,7.276086139,6.310263604,6.429461504,5.960614913,6.006469659,6.451392297
"PPP1R12B",8.150400934,7.464704097,7.546378899,7.866985197,7.98483252,8.488158438,8.534849869,8.31318368,8.663327732,7.904707923,7.780834245,7.612799632,7.424009392,8.137929257
"MGAT4EP",5.83260372,5.271691928,5.119545565,5.093334734,5.167612981,5.746956776,5.810117179,5.723304518,5.702063715,5.18890751,5.247909508,5.275246163,5.038339592,5.953650522
"PPFIA4",6.962692457,6.106078807,6.150579195,5.92042789,5.92527885,6.811315925,6.793180187,6.932329362,6.813658134,6.072474622,5.818227049,6.181012855,6.054094174,6.874176758
"ADORA1",8.914193187,7.829898588,7.790564892,7.806184343,7.753725168,8.67775756,9.113933985,9.054098479,8.635724541,7.725142378,7.837303268,7.798226105,7.991017271,8.96462224
"BTG2",6.58934039,5.18484987,5.226858369,5.44665689,5.678987476,6.554216319,6.545557741,6.500791827,6.656087318,5.745121582,5.561365535,5.290865683,5.320976898,6.386245066
"PRELP",7.227714391,6.609481238,6.675030505,6.692667622,6.53010666,7.217919479,7.181042976,7.341296813,7.287105644,6.580269107,6.473635447,6.513172614,6.475715598,7.317548613
"OPTC",6.422477267,6.146355926,6.211375586,6.016576178,5.995341947,6.31782071,6.271797123,6.377985054,6.403825525,5.864321427,6.007000345,6.052220527,5.979471149,6.316640969
"ATP2B4",11.72910893,11.05404938,11.00578871,10.99737203,11.02396932,11.85296212,11.65548024,11.64657758,11.9659098,10.89011459,10.98114764,11.06732603,11.08727396,11.79312902
"LINC00260",6.408085174,5.537117257,5.71509804,5.407468534,5.593304771,5.922567801,5.798303889,6.031619184,6.418956259,5.660468138,5.636351995,6.05558557,5.693338015,6.373603511
"LAX1",5.983948326,5.249762054,4.89337492,5.231973698,5.165681659,6.018093974,5.89428167,6.064515624,6.049365143,5.102294161,5.122047583,5.09420585,5.031354514,5.997550754
"SOX13",8.218380082,7.084759776,7.122993542,7.780014439,7.836652721,9.009224689,8.576967057,8.54215314,9.104641838,7.751976431,7.673571505,6.900240463,6.978408553,8.053353502
"MDM4",9.049336177,8.466047959,8.418848197,8.58698852,8.584030613,9.253345817,8.829062516,8.944374016,9.49565551,8.521003377,8.514933995,8.489093498,8.303173643,8.988591578
"NFASC",9.550262572,8.716488931,8.577514021,7.443161215,7.62974453,8.641380411,9.592975004,9.353361823,8.776026157,7.585059161,7.51157025,8.909577996,8.867122053,9.54101283
"CNTN2",6.697397836,6.144462093,6.05898046,6.343573815,6.020541155,6.554415199,6.531616598,6.7064232,6.479907444,5.957477974,6.102562162,6.07934713,6.123931322,6.597130565
"TMCC2",7.037491935,6.414166254,6.374824335,6.720272085,6.481577624,7.411584725,7.204439538,7.418306989,7.530518438,6.447366076,6.247323463,6.266409616,6.463388172,7.251330187
"CDK18",7.742358665,6.898039853,6.972691679,6.934305279,6.896485155,7.786147996,7.804078708,7.822870237,7.669455948,6.724259034,6.827397751,6.964430466,6.748765559,7.675581617
"MFSD4A",6.372596211,5.723256296,5.658141187,5.717018804,5.675083387,6.280895447,6.412412566,6.426327139,6.325569343,5.702665058,5.575076315,5.630948041,5.758140827,6.334819599
"PM20D1-AS1",6.732316082,6.512406757,6.612810093,6.419550053,6.440812723,6.463140955,6.624128125,6.760339733,6.530321998,6.539905546,6.468325363,6.562563202,6.546731507,6.466297058
"AVPR1B",5.857655594,5.106470279,5.050670002,5.150625219,5.113474731,6.022000988,5.861986883,6.142166506,5.869988441,5.096086048,5.037285236,5.056799671,5.052499412,5.928498068
"CTSE",6.074051428,5.774470624,5.802560992,5.682715425,5.977170907,5.979586279,6.019196824,6.105816275,6.139171441,5.80805094,5.623890788,5.78415542,5.89097642,6.004501933
"SRGAP2",10.44457288,9.538394295,9.496866179,9.763484909,9.779030177,10.60412186,10.71015023,10.59951146,10.72569315,9.682149715,9.542671017,9.651276489,9.650429089,10.53580576
"IKBKE",9.252243348,8.235246648,8.16866485,8.324016283,8.465699107,9.241986621,9.398389116,9.138840828,9.302601893,8.369596712,8.451557758,8.352943999,8.352329045,9.209007631
"RASSF5",7.618170163,6.61188857,6.627520154,7.417370164,7.547778522,9.513285251,9.419610643,9.36392459,9.50950118,7.632646655,7.431635754,7.020810713,7.106737909,7.969527979
"DYRK3",9.190151208,8.496596443,8.557817372,8.117235866,8.490895656,8.648507765,9.334435869,9.369528134,8.933256419,8.46477992,8.192518269,8.60183229,8.567889258,9.191294748
"MAPKAPK2",11.29725317,9.902153877,9.881132036,9.125603713,9.182829897,10.78723126,11.08423147,10.96912687,10.71729692,9.20500709,9.159654549,9.975454232,9.9391887,11.27678191
"IL19",5.548226004,5.025839279,4.980476079,4.928669254,4.919065588,5.485097885,5.412553441,5.614766449,5.446336108,4.847400132,4.965677167,4.967819337,4.975608466,5.491890353
"IL20",5.116959453,4.914957004,4.957077569,4.971877883,4.925377922,5.182634024,5.036460579,5.134945479,5.040460866,4.87923007,4.883884866,4.946193227,4.988383986,5.034467695
"IL24",5.697128917,5.05779424,5.032079151,5.201194561,4.977924306,5.766004052,5.87620598,5.939628264,5.765830523,5.032169734,5.101342726,4.937147818,4.900135725,5.870520516
"PFKFB2",7.900601467,7.740788224,7.683038362,6.615217549,6.818944366,7.172637912,7.954126893,8.082567292,7.439854006,6.740518651,6.759343943,7.594867397,7.780913279,8.041173255
"C4BPB",5.319135424,4.993202723,5.0546196,4.927929484,5.047935133,5.428497084,5.41657535,5.371635731,5.336541366,5.092032998,5.213873506,4.965647024,4.958145083,5.304755714
"C4BPA",5.098689539,4.527329526,4.494584623,4.526082246,4.50323065,5.156425141,5.105293853,5.175030296,5.121133811,4.455984211,4.495501652,4.441242914,4.422466207,5.159690277
"CD55",10.81036551,10.28901013,10.25411884,10.55275094,10.74770792,11.07925086,11.15456928,11.18660794,11.30870078,10.61518449,10.48768327,10.39057716,10.41123147,10.88033933
"CR2",5.220713611,4.589126378,4.657467189,4.584972733,4.662530681,5.10494808,5.130189503,5.173778552,5.165358594,4.551130166,4.522647969,4.525117734,4.585068667,5.15892795
"CR1",5.026815231,4.587176792,4.588972443,4.629281351,4.504398757,4.954212928,4.983483013,4.973175968,4.936245436,4.530648511,4.637918939,4.499945694,4.486707491,5.037454534
"CR1L",4.89546134,4.31276962,4.204274369,4.394358714,4.219542775,4.822387768,4.870251084,4.784036163,4.79505493,4.265348378,4.156079081,4.327304346,4.438731892,4.799914516
"CD46",11.31486873,11.11792921,11.09374116,11.20845821,11.15685887,11.43888684,11.62258092,11.52859157,11.51372193,11.14073755,11.23605329,11.17916203,11.07814806,11.30877554
"LOC148696",5.992354529,5.575568259,5.59768346,5.614150866,5.599527636,5.910288886,5.929524292,5.930228396,5.995356259,5.510461493,5.456991188,5.429056025,5.541140154,5.853514028
"CAMK1G",5.69756391,4.962253796,4.956122216,5.066993484,4.946785855,5.492043514,5.54809364,5.590443401,5.54809364,4.901630271,5.028835796,5.009655705,5.018066938,5.566688597
"G0S2",9.190196196,8.752473816,8.5722099,8.092035004,7.818339205,8.23635612,8.696331641,8.720680056,8.248112338,7.906794006,7.960780347,8.681589947,8.724343375,9.267311219
"HSD11B1",5.51707427,5.024968795,5.091405867,5.130217693,4.908817272,5.509204483,5.63040829,5.522842318,5.527476933,4.962030656,5.067695906,4.885496432,5.140858708,5.629120996
"TRAF3IP3",5.469604665,5.069589342,4.939854057,5.112986652,4.95464335,5.42055611,5.431284656,5.556607224,5.412347233,4.958505835,4.868136926,4.906063898,4.913006395,5.604682534
"UTP25",10.11689116,9.536999665,9.533188377,9.61457373,9.645432135,10.32875968,10.29749837,10.22177568,10.48598188,9.621695679,9.610523318,9.568513669,9.629388493,10.21247683
"SYT14",10.22637733,9.662385602,9.73503748,9.820894216,9.960135778,10.75712483,10.431328,10.4966611,11.0513183,9.901473829,9.608673666,9.831338441,9.781269482,10.41976806
"SERTAD4",9.537205763,8.744822311,8.642854136,8.864606164,8.83969954,10.230129,10.14349149,10.13216061,10.17522562,8.825236479,9.04555198,8.607459623,8.697689978,9.483712677
"HHAT",7.664640482,6.769125744,6.708294151,6.266583246,6.442953994,7.640239181,7.437434838,7.493376984,7.551977757,6.462106637,6.419185597,6.504469768,6.831201942,7.558093997
"RCOR3",10.5817265,9.616868235,9.61459741,8.911264911,9.073571942,9.932596593,10.00002775,9.937702655,9.993782399,8.822109458,8.916946699,9.634550331,9.541694601,10.50543356
"TRAF5",5.96764262,5.625856052,5.653448033,6.959857287,7.077067889,7.399664459,6.979929984,6.762925992,7.605673572,7.051056519,7.006564324,5.752733396,5.933716357,6.085202304
"LINC00467",8.126391555,7.976095313,7.978355873,7.857764588,8.175054709,8.056930715,8.296033163,8.379918021,8.15150038,8.081148742,7.984200517,7.997514248,8.004217736,8.170404771
"DTL",11.86775657,11.28533282,11.30193946,11.17587426,11.33766559,11.51813189,11.85179193,11.98175783,11.67202162,11.30736776,11.22377297,11.34728886,11.40033714,11.91350131
"PPP2R5A",8.975677046,8.630022112,8.827961954,9.497039468,9.461419993,10.09245847,9.795052855,9.955558404,10.12409232,9.275641693,9.675856959,8.715181593,8.911177533,9.209622768
"SNORA16B",5.20432285,4.664005654,4.588267466,5.042908407,4.737556273,5.125038687,5.153953596,5.257929659,5.358906354,4.664355379,4.882999193,4.743873965,4.622256455,5.137282385
"NENF",10.63986207,10.20098874,10.17385271,10.14296241,10.22633054,10.74473135,10.77779024,10.49570506,10.6240911,10.21373623,10.33822384,10.1635724,10.30528675,10.69532615
"ATF3",6.72102124,6.099202187,6.11990618,6.362176973,6.462648259,6.74010653,7.4110942,7.422951958,7.281414114,6.652084397,6.249378889,6.164144229,6.181933189,6.888304913
"GARIN4",6.366669216,5.791319091,5.782201089,5.770991976,5.796816682,6.252048622,6.163392958,6.336153856,6.242943653,5.714471881,5.570936806,5.694108216,5.881905929,6.274116066
"FLVCR1",8.822391391,8.170183303,8.295799309,8.722561526,8.883270541,9.148728979,9.609085235,9.632330934,9.432790643,8.765293094,8.860377455,8.570093411,8.34418722,8.966954414
"VASH2",6.935119221,6.537763211,6.341091431,6.187838354,6.263854674,6.695066057,6.65586971,6.729616557,6.60776876,6.156293545,6.180840514,6.394408301,6.518246718,6.978979569
"RPS6KC1",9.535575108,9.044030784,8.951124368,8.272155348,8.338922989,9.03923422,9.512878658,9.281058516,9.193812974,8.444660228,8.443068983,9.122167124,9.025531839,9.590412788
"PROX1",5.362908768,4.99033897,4.951006999,5.144744854,4.943948114,5.405312919,5.639335163,5.478292983,5.413669801,4.847703308,4.851696816,4.963743449,4.830116239,5.331666903
"SMYD2",10.3414629,9.517167785,9.565570612,8.973305853,8.882635475,9.720864138,9.954064141,9.814560042,9.670656066,8.907201084,9.166915826,9.514337526,9.583333381,10.33626168
"CENPF",11.8476031,11.4065585,11.42392638,11.01185739,10.88718163,11.44773634,11.32965262,11.40722614,11.43764495,10.77888998,10.96798748,11.28945907,11.19315498,11.7294327
"KCNK2",11.71801382,10.90743121,10.98134724,10.21047794,10.38286334,11.12335373,10.42289678,10.22476795,11.16959258,10.26436545,10.20597567,10.93823999,10.99083537,11.60287212
"KCTD3",10.61717119,10.0135926,10.0444277,9.854016859,9.752239471,10.56927792,10.80327097,10.60333807,10.61429988,9.759724721,9.836071944,9.980324288,9.998131725,10.63652418
"SPATA17",6.884075178,6.013029425,5.84890397,5.984353177,6.224248149,7.492548745,7.862674181,7.461715482,7.50748264,6.19641882,6.041953833,5.956895701,6.044561552,6.861250019
"RRP15",9.519031423,9.291250157,9.240818766,9.204247844,9.060637407,9.065448244,9.454760763,9.408887188,9.319312678,9.150213995,9.163024364,9.071960194,9.227037995,9.451786893
"TGFB2",11.40022238,10.8707881,10.85047821,9.450483321,9.586387781,10.02853779,11.52223008,11.5981124,10.31053938,9.486611648,9.32163649,11.1412839,11.04486224,11.58727087
"LYPLAL1",7.169045435,6.034178051,6.101030228,5.735552492,6.141321451,8.050052914,8.011362041,7.890283215,8.142624565,6.121676285,6.066182555,6.337062793,6.125094757,7.175337798
"IARS2",10.50910743,9.935369914,9.832570307,10.17569917,10.0053819,10.6306215,10.66938197,10.64325001,10.70175921,9.943609478,10.2180855,9.743330739,9.850501768,10.44522473
"MARK1",5.090719902,4.470141226,4.55181585,4.585410579,4.438158577,4.979054272,4.982164075,5.017279867,5.037309228,4.450117602,4.341345477,4.467982234,4.499117592,5.120270456
"C1orf115",6.52426033,6.11896477,6.254557819,6.126952685,6.136343761,6.418707753,6.408422466,6.498797049,6.40195716,6.136417383,6.326685667,6.128423304,6.090158122,6.438684642
"MTARC2",5.503912102,5.352433803,5.424831109,5.204036227,5.213684266,5.438145851,5.53824889,5.559544381,5.458132368,5.28518916,5.295460044,5.347062129,5.411232718,5.530352594
"MTARC1",6.493211116,5.98985756,5.938273806,5.824698226,5.624085258,6.339236553,6.346358255,6.216100813,6.227268551,5.728367084,5.739011744,6.095739065,6.10117869,6.529580143
"HLX",8.80913272,7.733119477,7.749496886,7.279839352,7.314733852,8.274870926,8.660584081,8.718735356,8.379579647,7.419154903,7.39777679,7.6469946,7.68843446,8.781388438
"MIA3",10.50355828,9.968062182,9.936784159,9.064505282,8.978214785,9.884654579,9.982912551,10.04105979,10.05921463,8.929712316,9.09560409,9.897334621,9.947506222,10.53635944
"BROX",12.02529611,11.53295398,11.45196608,11.26160742,11.24485245,11.72893202,11.80456461,11.74111825,11.81403992,11.30145394,11.29043213,11.51622816,11.5265835,11.98501229
"FAM177B",5.339199121,4.774460807,4.753020479,4.774989462,4.74722529,5.377366116,5.369214944,5.368165801,5.35634119,4.770835923,4.815593031,4.719486535,4.710830112,5.395679366
"DISP1",7.599667917,7.305605295,7.100032644,6.672367177,6.819524335,7.581214497,7.630661871,7.572671672,7.689907486,6.742198838,6.618797025,7.367226707,7.054117995,7.608641953
"CCDC185",7.332096204,6.443965279,6.49501589,6.472163713,6.358128985,7.256775951,7.179238304,7.142955647,7.151126752,6.403602721,6.339060636,6.338803718,6.334754704,7.24311016
"CAPN2",12.67613533,12.16530428,12.08576982,12.28344104,12.20894704,12.81491548,12.99179477,12.90596589,12.788404,12.20229498,12.40107555,12.1306421,12.13563183,12.68914058
"FBXO28",10.33669213,9.882297889,9.791405645,9.857862563,9.833916842,10.18454465,10.57263164,10.46331575,10.30926525,9.83974221,9.866252494,9.940854783,9.928147654,10.46821981
"DEGS1",11.99944996,11.47606854,11.59771124,11.25777047,11.31779613,11.75154694,11.98961179,12.1455842,11.75677036,11.38238076,11.16312968,11.58752094,11.53807273,11.93776792
"CNIH4",11.84755757,11.61063754,11.66991698,11.65128689,11.26545877,11.97085593,12.21264344,12.09119504,12.02087244,11.53127147,11.54603198,11.64451032,11.69422441,11.91847257
"CNIH3",7.169725404,6.169614725,6.115639851,8.948114577,8.827201435,10.34284469,10.95400442,10.8489903,10.17910056,8.67944766,8.988667433,6.388076127,6.520443521,7.325911662
"DNAH14",4.980280201,4.439597153,4.393300348,4.479170187,4.459238675,4.993682015,5.013919,5.000494784,4.990680538,4.507656491,4.435495375,4.472624668,4.537870506,4.992058716
"EPHX1",11.06167318,10.37829351,10.27141449,9.388736226,9.396096188,10.65543909,11.18068227,11.22465952,10.55327039,9.382581759,9.525358456,10.32302586,10.39941116,11.02285493
"MIXL1",6.620109027,6.266144213,6.297268127,6.306670031,6.221551075,6.570613949,6.462407072,6.54710634,6.646864251,6.277013788,6.152986252,6.081735593,6.213782042,6.613782097
"STUM",6.52465435,5.672345561,5.742580636,5.70095144,5.78123975,6.649297682,6.333957399,6.607111231,6.451744292,5.631920823,5.67919769,5.635201498,5.665628141,6.596144382
"PSEN2",8.598856977,7.912662898,7.982391484,8.055018921,8.051289425,8.809325439,8.7169424,8.422341534,8.836444615,8.010589194,8.201342224,7.879522947,7.91525638,8.585091447
"COQ8A",9.004800722,7.930333558,7.953071989,8.16094954,8.131581746,9.615631239,9.453751388,9.314985092,9.460174054,8.17468243,8.247422533,8.005297738,7.954353511,9.022564169
"BTF3P9",6.683616421,6.169507882,6.049489183,6.105161044,6.082624609,6.600420749,6.498350933,6.683940366,6.421951497,6.142880616,6.302915979,6.241455294,6.092272124,6.420286664
"ZNF678",7.118411389,6.610966607,6.689764243,6.820248187,6.907432253,7.489393244,7.314923301,7.44563445,7.431411032,6.81615897,6.812688151,6.471770302,6.374712329,7.034804018
"PRSS38",5.66916737,5.321519231,5.209791967,5.252933941,5.284277623,5.68001206,5.586841605,5.633308174,5.619787266,5.122433575,5.105802715,5.181371745,5.133690123,5.717665774
"WNT3A",7.232730262,6.776713977,6.622327558,6.675057584,6.437391423,7.16500573,7.045197045,7.263854284,7.103028092,6.625570322,6.5661265,6.574720789,6.37260503,7.214259812
"ARF1",13.1404479,12.65781615,12.5845993,12.54586289,12.42067795,12.97877422,13.11213875,12.93967039,12.96015695,12.48656611,12.41114925,12.58493014,12.65264582,13.18694487
"GUK1",10.36250315,9.64365733,9.629082911,9.575460681,9.535611448,10.29322336,10.27842754,10.01233495,10.13584687,9.535989371,9.623172408,9.576838653,9.715572325,10.31029698
"GJC2",9.313254622,8.452518194,8.606478737,8.466672645,8.435630486,9.233966482,9.124214345,9.196657327,9.04434776,8.520528019,8.521351317,8.313318414,8.382544324,9.261056447
"IBA57",7.009068753,6.423014599,6.304487151,6.404850406,6.265054974,7.11017071,6.873816536,6.910688987,6.891899106,6.415674443,6.478344813,6.321367506,6.437811007,6.918125471
"OBSCN",6.726034998,6.214054726,6.240125971,6.15981217,6.09135828,6.699701187,6.653291998,6.775225226,6.699992145,6.107844557,6.086638508,6.04923015,6.111531885,6.778847707
