gene_symbol,0
RALGPS1,0.012273059674725641
ZNF25,0.012205994599352551
SCHIP1,0.012203108732378495
SPCS2,0.012197182474458855
CACFD1,0.01219460081709273
GTDC1,0.012191642484480134
BACH2,0.012178438978703814
RADIL,0.012167973430248533
CAV1,0.012162836638164514
ZNF285,0.012158358762609876
ZNF302,0.012154249482622134
SEC61A2,0.012153131479668754
ATG5,0.012152580386629813
ZNF18,0.012151424521004192
RNASEL,0.012134347797763017
RAB32,0.01213053040719505
PLCB3,0.012127817510100612
LONRF2,0.01211979334897674
RMDN3,0.01210830035827525
HMBOX1,0.012095779271068991
COLQ,0.01208757156020908
PARP15,0.012080913149180061
CX3CL1,0.012074832709485794
ASB13,0.012071561139629948
MCRIP1,0.012071179987725972
GRIN2D,0.012069672510206221
HK1,0.012069446089559234
LMNA,0.012067793701805336
SLC25A6,0.012064217578647098
PAPSS1,0.012063794520521103
MOCS1,0.012062500736651695
P3H3,0.012061367343521196
KIFAP3,0.012055416989789033
SYNGR1,0.012053994794293369
MEF2C,0.01204779509482479
NACC2,0.012045188743640448
ZNF181,0.012040784798296926
FRS3,0.012040263137171573
PPP1R12B,0.012039701191998757
FUCA2,0.012037132356412975
ZNF605,0.012030201768343917
PCDHGA4,0.012028448233236093
ADGRE5,0.012025235900863974
TSTD1,0.012022577765182266
CLIP3,0.012019628024917049
ZNF501,0.01201657119915843
DTNBP1,0.012016266109522484
GRAMD2B,0.012016133335465296
TRIM39,0.012015547149750916
JMJD7,0.01198995861191868
WDPCP,0.011989654721314672
ZSCAN32,0.01198961429930545
KSR1,0.01198863655757801
TLR9,0.01198162524628635
TRAM2,0.011980594034781787
ADAMTS12,0.011979196071030625
N4BP2L1,0.011978072451989914
KAT2B,0.011977056740405993
DOCK4,0.011972725520113973
ZNF763,0.011965183045403494
RPS11,0.011964074336868679
GTPBP2,0.011959865728010563
LPAR4,0.011956342739526256
GBE1,0.01195516558233263
ZNF280D,0.011949982485182392
ZNF287,0.011949892428379435
GRAMD4,0.011948067327504868
CDK17,0.011944640564475023
ABCC5,0.011943683203155886
STOX2,0.01194169449942132
ACBD5,0.011941418536659684
PDCD10,0.011941000067699312
SHC2,0.011936036533652796
KIZ,0.011932750158121223
GZF1,0.011931092971127401
TMEM62,0.011930819608534439
ZNF32,0.011927832961968692
VCL,0.01192760025215854
TMEFF1,0.011926582606701604
SDC3,0.011925382030816688
ARAP1,0.011923751156566116
C3orf62,0.0119210979196711
RAB30,0.01192090816346466
OPRL1,0.011916869872280333
ANKEF1,0.011912591491892444
MARCKSL1,0.01191132655000456
ZNF671,0.011910700075154072
ZFP3,0.011904310082885776
JKAMP,0.011893705236886896
SC5D,0.011892337556927398
VPS11,0.011890371676302169
ZNF337,0.011888747288381863
TSPAN33,0.011887994397941056
ZFP82,0.0118879915232493
CARD8,0.011887178418946688
PTMAP9,0.011884691671338621
RPS25,0.01188404499981831
ZNF34,0.011881627524384116
PRSS27,0.011881586787722888
IFNGR2,0.011878028257046909
MTFP1,0.011876676291274233
SELENOK,0.011876511860493695
APMAP,0.0118703408590606
SRGAP3,0.011867316361373285
ZNF345,0.011863504711723098
TM2D3,0.01186195142068388
COA5,0.01186167494074517
ZFHX2,0.011861624393544126
ZDHHC17,0.011861494560101856
USP6,0.01185596508045074
CADM2,0.011852081603507106
AK2,0.011850250205893571
FGD4,0.01184729322697391
NDST2,0.011847283990812535
DHFR2,0.011844216991568362
SEMA4C,0.011844050728205198
CYP2A7,0.01184354883182754
PKN1,0.011842016693895408
ZNF30,0.011841644120510038
MEIS1,0.011841497254335526
DYNC1LI2,0.011838617688435313
CLNS1A,0.011835883992780965
CMYA5,0.011834931948755671
ARFGAP2,0.011834744413276466
SNRPN,0.011832318587828492
PAN3,0.011832013949031264
SARAF,0.01183090646769732
SDC4,0.011828666625670932
CIAO3,0.011825220535567869
MX1,0.011825153705475034
CCDC121,0.011823990309278134
CAVIN1,0.011822905376018997
COL9A3,0.011822764850338884
IL18BP,0.011822014346307884
SNURF,0.011819488721542207
ZNF491,0.011818363643264768
NDUFA3,0.01181832115977336
DDX50,0.011814943393950901
TUBA1A,0.0118118458373581
DIAPH2,0.011811339678272352
GPCPD1,0.011810893524325659
STX8,0.011810443131355113
IFITM3,0.01181037194828508
HLA-DOB,0.011808988357320045
ATP9A,0.011808842823841743
FLNA,0.011808532026734975
UBE2L3,0.0118078164787901
PRMT2,0.011804449203146952
MUC20,0.011800608002856212
CDS2,0.011797642286464767
ZKSCAN4,0.011797210741404496
CTRL,0.011793472047355535
ZNF704,0.011793055652185625
C6orf120,0.01179241635318096
EDEM1,0.01179095722368299
TMEM230,0.011790030647148486
ZNF660,0.011788669329323445
ANKS3,0.01178796354488101
CDC42SE2,0.011784716239954918
PRELID2,0.011784077378233723
CATSPERG,0.011782603549142167
PHLDB1,0.011781019181911307
C2orf76,0.011777591867380185
WSB2,0.011776796139489046
ARHGEF19,0.011775087896237147
AKNA,0.01177164790103356
MAPK8IP3,0.01177043913086924
NAXD,0.011769731520100005
CERS4,0.011769298751432023
SLC26A11,0.011768609566900507
GLIPR1L2,0.011768456414831863
KLHL11,0.011766747045802299
MAGEB17,0.011762278122907541
PAXX,0.011761132669493779
C12orf50,0.011757876816860507
OSBPL9,0.01175741944174359
NRL,0.011757124259013837
ELOB,0.011756979771677667
FGF11,0.011756092898020506
REX1BD,0.011754090395630495
CLCN6,0.011752738735763133
ASCC1,0.01175008980192586
CREB3L2,0.01174846490890332
TEP1,0.011746629239810928
DMBX1,0.011746144315485608
