"Gene","Correlation"
"SLC27A4",0.85042897271412
"TRIM41",0.850328507584649
"RIN1",0.850222475353028
"KRT80",0.850086749957457
"RUSC1",0.849993398071234
"ORMDL2",0.849802297539173
"POLR2L",0.849793239973806
"PSMA4",0.849757566743273
"LLPH",0.84967057663145
"E2F1",0.849650530400836
"RRAD",0.849633006020315
"CDC20",0.849565028393606
"STK11",0.849507132996473
"RPS3A",0.849478547326614
"CD276",0.849212916958864
"MON1A",0.849195074755003
"R3HCC1",0.849163064769556
"FBXO17",0.848999207082467
"MAP2K2",0.84892362370529
"USB1",0.848655509251547
"VPS33B",0.848511277887333
"NOSIP",0.848467414220879
"MED22",0.848384720755294
"ZNF282",0.848095458446544
"PGD",0.848020212352281
"CLUH",0.847999074759674
"IFI35",0.847764455041194
"GDE1",0.847578013061014
"CHCHD1",0.84720498584901
"RPL4",0.847185840369565
"ZC3H18",0.846983288857034
"ZNF581",0.846886843516
"RBM25",0.846851905994975
"PACSIN3",0.846851269108008
"FAM3A",0.846811708372192
"SNRNP25",0.8466894684682
"BTF3",0.846665509058642
"EVA1B",0.846657291457231
"GRPEL1",0.846624225752998
"RAB29",0.846549338856811
"POLD1",0.846532617112146
"TRUB2",0.846291178871766
"LAMB3",0.846254046522384
"TECR",0.846148413752709
"HDDC3",0.846097533357053
"PRSS3",0.845878972910542
"RBX1",0.845858161798264
"YTHDF2",0.845810319518274
"COG4",0.845446083573513
"ARFGAP1",0.845409623674172
"PPP1R37",0.845174511958664
"PEMT",0.845092817138743
"VPS72",0.844841166828483
"PNKP",0.844746561968508
"GRIPAP1",0.844445318457387
"C1orf35",0.844444911984811
"CDK4",0.844425941040814
"PRDX1",0.844377423813838
"SIVA1",0.84424935189925
"PSMD6",0.844170840478173
"FRG1",0.844055319774548
"SLC50A1",0.843957497305509
"TMEM54",0.843947072079749
"RING1",0.843914715607132
"ZNF524",0.843857706252876
"PSMB7",0.843782169178554
"BLVRA",0.843736786754381
"DMAP1",0.843626459872212
"NDUFS3",0.843512092756091
"SNRPD3",0.843370298675324
"CKS1B",0.843169750553727
"MOB3A",0.84315527364269
"POLE4",0.843117280239547
"NTMT1",0.843050541280044
"S100A16",0.843027649327807
"GPANK1",0.84298387160211
"FUS",0.842707134022914
"NSDHL",0.842466355322997
"CNOT3",0.841936896053888
"MFSD12",0.841763766898371
"UTP6",0.841560299955161
"CCM2",0.841345736011603
"POR",0.841232249610839
"ABCF3",0.840800471763144
"PIGT",0.840670098287692
"TSC22D4",0.840359222617863
"STUB1",0.840286259013597
"S100A4",0.84014747073891
"PSMB8",0.84003783346989
"COMMD1",0.839635496147115
"MRPL37",0.839228570263086
"PKM",0.839217941302436
"ARPC1B",0.839061810970897
"NFKB2",0.839035995184412
"EMC9",0.838690698866082
"DHX37",0.838369095554099
"DEXI",0.838360631665661
"CCT4",0.838299251180665
"RBM34",0.838211683952848
"CCDC28B",0.837927282065278
"NUDCD3",0.837765619278292
"CCDC22",0.837172954617332
"FUCA2",0.837147097429772
"TANGO2",0.837081378611457
"PRKD2",0.837041149600761
"NENF",0.836995948029745
"CAMK2G",0.836948641561599
"TRIM11",0.836809365906354
"UTP18",0.836801053282486
"SPAG7",0.836415970047011
"AAMDC",0.836385792726062
"GGH",0.835415900477042
"HMGN5",0.835234192181211
"ACADS",0.83507129953422
"MED24",0.834971651559039
"MRPL15",0.834348720874662
"TBL3",0.834296015141054
"UBAC2",0.834124876535537
"EML3",0.834065596207841
"GLE1",0.834060736972796
"KLF6",0.833908187508804
"CISD1",0.833798897119223
"CRACR2B",0.833652454719493
"CTU1",0.833463461346931
"CCDC34",0.833053715938148
"NOP58",0.832769671809517
"PUS1",0.832547403640028
"COX6B1",0.832545486852364
"SYMPK",0.83242745118684
"RTF1",0.832048836963293
"C15orf40",0.832014514755458
"CRK",0.831740101424899
"CHCHD7",0.831590487411051
"NTHL1",0.831546012357805
"GSR",0.831305962098939
"QSOX1",0.831031966906024
"S100A2",0.830897432384559
"METRNL",0.8307480363751
"MRPL9",0.830560583712354
"RPL18",0.830421407305988
"TAF6L",0.830373667923402
"LIN37",0.830328526960191
"IFI27L1",0.830263420642821
"PEX11B",0.830234984333403
"MAP2K7",0.830229945974461
"ARHGDIA",0.829920661519975
"FOXP1",0.829777570945099
"ISG20L2",0.829530516704492
"GHITM",0.829484040411811
"VOPP1",0.829399932513803
"GNA11",0.828981503997842
"EMC8",0.828695753097263
"CLN3",0.82857287066988
"CDK5RAP1",0.828133288308469
"RSL1D1",0.827735953259385
"TAF13",0.827715013361402
"BLVRB",0.827625544972269
"CCT5",0.827421317016289
"CREB3",0.827237299700297
"SF3B5",0.827192921409723
"COX7A2",0.827184656998244
"SNX8",0.827007991985901
"TALDO1",0.8268432838772
"CPT1C",0.82674563001067
"FLOT2",0.826698164052251
"COL6A2",0.826667019894261
"DENND1A",0.826554593168199
"OAZ2",0.826401258417819
"ARFIP2",0.826317798433426
"BCKDHA",0.82605864488528
"CHCHD6",0.826036529520806
"NUP37",0.825975255794515
"ADAT1",0.825900679860541
"SORD",0.825794004550426
"HMCES",0.825765986331083
"FIBP",0.82562994611031
"TNKS1BP1",0.825622165670388
"HMGN2",0.825611349664556
"DPP9",0.825530978554945
"ELP2",0.825497181366688
"PTGES3",0.825247389324724
"FLAD1",0.82501785374396
"TGFB1",0.824850278097544
"TK1",0.824733194872864
"RPS16",0.824642395661026
"ODF2",0.824406339933097
"PRPF38A",0.824334361609111
"APCDD1L",0.824307148200948
"KHDRBS1",0.824289780524426
"SF3B3",0.824195592104153
"UCHL1",0.82389012418663
"RPL41",0.82364565713773
"RASSF1",0.823538258105606
"DPCD",0.823232329752529
"NIP7",0.823202979817764
"SNX12",0.822907576787373
"MVD",0.822765319489431
"GUK1",0.822559738723835
"KDM5C",0.82193874050014
"RPAP1",0.821843206554198
"DLGAP4",0.821829420541554
"RPS3",0.821752092627931
"MFSD5",0.821480146880813
"IPO4",0.821276427343921
"IQSEC2",0.821271922642837
"NFKBIL1",0.821260903295882
"MLLT1",0.820732976642341
"LGALS1",0.820704021934049
"MAFK",0.820692998706258
"ARAF",0.820348005931884
"HSCB",0.820290801311812
"TMBIM6",0.820274515835481
"HDAC7",0.819725246824028
"PCGF1",0.819656007348759
"PPP1R12C",0.819655913474303
"PPP1R35",0.819519883116169
"P3H2",0.81946423826562
"BUB3",0.819389226527997
"JUND",0.819325638833133
"HNRNPA2B1",0.819228117900962
"AKR1B1",0.819118579641086
"SLC25A39",0.818835437003899
"HADHA",0.818765963650236
"INPP5K",0.818639560332128
"CHD4",0.81819072918848
"ARHGEF18",0.81818516190099
"ICAM3",0.818141035202316
"THOC5",0.818070847033503
"LAMP1",0.817833276793902
"CLPB",0.817518956903152
"BCAT2",0.817432679522896
"RPS6KA4",0.817355706349938
"FKBP10",0.817258180054242
"NFKBIB",0.817212748148648
"P4HA2",0.81718351546073
"MRPS11",0.817177666542281
"MT2A",0.816751532248293
"TEAD4",0.816638942698796
"TAPBP",0.816603950206423
"RPS8",0.816463772652265
"FDXR",0.81620831070775
"DNAJC5",0.816173054758353
"NDUFA3",0.816091362964635
"BAK1",0.816066737691812
"SLC25A38",0.816042027642691
"ESYT1",0.815914214491526
"PKMYT1",0.815910470852002
"PHKG1",0.815840764958582
"CSTF1",0.815726521903573
"CCDC51",0.81561431873111
"SMIM7",0.81548356695255
"ZNF428",0.81544043350097
"SMYD5",0.815296113211012
"HMGB3",0.815243124330299
"RAB1B",0.815219482349486
"AEN",0.815211572751522
"DAGLB",0.814672469543304
"PSMC4",0.814593153422236
"NR1H2",0.814222535996907
"HDAC1",0.814133682162039
"RPLP0",0.813853871239391
"RRP1",0.813549659635315
"CSF1",0.813501484773781
"COPRS",0.813482169817413
"PPP1R9B",0.81343761031138
"SAMM50",0.813243603873091
"TRIM56",0.813158483663283
"BRD3",0.813131916833416
"C19orf53",0.813061607641705
"GNL3L",0.813044462622962
"VIPAS39",0.813038030100231
"KHSRP",0.812829358959844
"RBM14",0.812796599080277
"SF3B4",0.812779403499583
"DCAF15",0.812753541791801
"NTPCR",0.812551014568694
"MDH2",0.811840085127632
"AK1",0.811809848809717
"SF3A1",0.811792617819263
"TMEM223",0.811681860668236
"MIF",0.811679239047388
"SDC1",0.811598554447122
"RPL28",0.811529597446724
"SFSWAP",0.811465924583058
"IRAK1",0.811432936885438
"RAN",0.811208268468831
"UQCC1",0.810793442016487
"POLR2H",0.81065128203324
"CC2D1A",0.810640416491547
"EIF2B1",0.810638111219514
"GMPS",0.810515692591209
"RELB",0.810253459098979
"SUMF2",0.8102169991371
"NUB1",0.810037636468259
"TSPAN17",0.809985775799757
"KDM1A",0.809803271747496
"CTTN",0.809799603727462
"CIAO1",0.809760871375257
"BRF2",0.809694829166581
"DDB1",0.809609925283285
"USF2",0.809608323570646
"USP11",0.809473996952605
"STOML1",0.809186994568898
"RER1",0.809178962063652
"UNG",0.809168500529921
"MORN2",0.808637647042347
"TRIM47",0.808337428476951
"PSMD2",0.80833218147415
"ADGRE1",0.808243757051919
"YIPF1",0.808081990441998
"MEA1",0.808023831582017
"SLC39A1",0.807806440271927
"SNX21",0.807715823928735
"RPL27A",0.807653313469148
"GMDS",0.807199733276474
"ST6GALNAC4",0.806920036423674
"NUCKS1",0.806904605944399
"NOP16",0.80686318607026
"CYB561D2",0.806811265904378
"SFPQ",0.806808524044164
"JMJD8",0.806806160344845
"DNAJC1",0.806629207730165
"FLCN",0.806593411442964
"CAPZB",0.806520341785215
"SF1",0.806237793108386
"IPO5",0.805933740736507
"PRKDC",0.8055637492244
"RPS4X",0.805399963603613
"HPS6",0.805290382970044
"ZBTB7A",0.805232886898012
"NDUFB10",0.804962157488894
"ARHGEF1",0.804867707760378
"KRT18",0.80480133635296
"RNF208",0.804496546181921
"DENR",0.804259079923514
"DHX30",0.803946001682264
"ZNF408",0.803912041344923
"ELAVL1",0.803388664986147
"COX8A",0.803258120333916
"PAQR7",0.80320897657503
"RARRES2",0.803112206245771
"GGA2",0.802740367623767
"NACC1",0.802740219167798
"BAIAP2",0.802704338388261
"TRAFD1",0.802695389625769
"MFSD3",0.802674606103383
"PRR7",0.802393750403925
"ARF3",0.801864514967923
"ZFYVE19",0.80153496351542
"NFKBIA",0.801416247741732
"TIMM8A",0.801256959175218
"SVIP",0.801159862126526
"BCL2L12",0.801130397061521
"EIF3F",0.800843578812856
"THAP11",0.800809901442515
"PCYT2",0.800682309650342
"NCAPH2",0.800648913403446
"CHID1",0.800469810114573
"TXNL4A",0.799951435726891
"PSMG1",0.799940451926387
"ACBD6",0.799888466391293
"CDK9",0.799719607449042
"KTN1",0.799607461511631
"STX10",0.799607152341139
"GSTP1",0.798905011405361
"ILK",0.7987818383202
"SUCLG1",0.798772312204572
"MGAT1",0.798712917296855
"IMPDH2",0.798690034798386
"MCM4",0.798513790252501
"FBXW9",0.798478553971795
"TXLNA",0.798476257616387
"SEPHS2",0.798241113283597
"TPX2",0.798121279931379
"PFDN2",0.797767660549477
"SNRPA1",0.797704795947095
"PA2G4",0.797671152077787
"IARS2",0.797571977354435
"TBC1D17",0.797417588384881
"NAP1L1",0.79711192543668
"PTDSS2",0.797015823619612
"PRDX2",0.796805395991093
"MAP7D1",0.796736353196963
"FN3KRP",0.796447838921992
"TPRN",0.796311592436185
"PHAX",0.796289668619022
"CLDN4",0.795899634853166
"PI4KB",0.795780138867682
"ANAPC11",0.795663919076466
"BRAT1",0.795557307335959
"AURKB",0.795554683928531
"RALBP1",0.7948058689066
"GHDC",0.794734795549871
"GEMIN6",0.794621535983636
"ANXA5",0.794589108525423
"ANGPTL4",0.794588158164372
"DAP3",0.794401072260622
"MED10",0.794384119611578
"DHDDS",0.79411430344399
"TAP2",0.794058656191042
"CLCN7",0.79382490493375
"SLC4A1AP",0.793630735929079
"SARS2",0.793549477018392
"DNAJC2",0.793353782892965
"SPHK1",0.79312684567383
"CDK11B",0.793004149128622
"RPL38",0.792995318909931
"ZNF771",0.792843241934533
"DDX21",0.792814461386757
"IGFLR1",0.792752320322636
"PIAS4",0.792747759755623
"ASL",0.792741550592212
"ABHD14B",0.792644068894152
"MAP2K3",0.7925771920731
"PTOV1",0.792570938830086
"GID8",0.792492110566934
"ZNF579",0.792287216397817
"TMEM161A",0.791575708633658
"PAFAH1B3",0.791401465775869
"DNAJC14",0.791395149141961
"SHISA5",0.790986309283904
"RPL10",0.790703744260203
"ZCRB1",0.790556531840705
"WIPF2",0.790517558681249
"RNASEH1",0.790428530463448
"SRRD",0.789641623526935
"KLC1",0.789407562046247
"BIRC5",0.789405730535359
"NRIP3",0.789320039990853
"ACP2",0.788626976237071
"DDRGK1",0.788547388180264
"FAM98B",0.788529111545159
"RAD51",0.788093295774835
"UBE2G2",0.788020680303133
"CTDNEP1",0.787885559323681
"DTYMK",0.78770568904073
"ILKAP",0.787635007811807
"RCL1",0.78753602059551
"VASP",0.787384073642631
"CYSRT1",0.787328131111572
"ZNF576",0.787249551486435
"HECTD3",0.787230988135238
"MSRA",0.786813139358701
"METAP2",0.786801684969122
"CRCP",0.78669976415606
"KIF2C",0.786682377210337
"FUZ",0.786513573668109
"SH3GL1",0.786509752867413
"SLC35F6",0.786487902400392
"APEH",0.7864010265521
"WDR4",0.78635996119415
"FAM136A",0.786180199755511
"PRELID1",0.786075592372157
"MAGEC2",0.785561331710314
"FANCG",0.78547674500506
"NUDT16L1",0.785382424023156
"SIL1",0.785231901121561
"LTV1",0.785021956228215
"SYDE1",0.784872160666359
"IL32",0.78484420126971
"PTMS",0.784729948895097
"ATP1B3",0.784722700675927
"NOL3",0.784718325978263
"LARP1",0.7846272796713
"MSC",0.784457125447691
"AP1M1",0.784362100909676
"NFKB1",0.783843363160051
"GFER",0.783214475745964
"SSBP3",0.783063285692105
"MTCH2",0.782914042768817
"TNFSF9",0.782616962942309
"UBE2R2",0.782483871061121
"RPS27L",0.78236397936501
"TNNT1",0.782114690535843
"CFB",0.781673311798309
"ARFGAP2",0.781631866653417
"EIF4A3",0.781597765547195
"CCDC25",0.781179675615158
"OGFOD2",0.78107347685187
"PDCD11",0.780970864397871
"RIN3",0.780329604749476
"POLD4",0.780188105988981
"HNRNPA0",0.780111311001568
"RMND5B",0.779909051794161
"EHD1",0.779854669743308
"ANXA6",0.779830966959208
"PCBP3",0.779729345956397
"STYXL1",0.779670581614042
"CMIP",0.779632483485808
"FAAP24",0.778833600031967
"CRTAP",0.778555231495489
"CSTF3",0.778509869678471
"GSTT1",0.778135995984023
"ZNF688",0.778119389432986
"SRSF9",0.777853256570817
"RPL37A",0.777742232597015
"GOLGA2",0.777643020396044
"COX7B",0.777625522877326
"DDX18",0.777560841200244
"CAPG",0.777551635326047
"RRAS",0.77713530150589
"TMA7",0.776780424964134
"NUP85",0.776683965292034
"RPS6KA1",0.776682646365373
"AIMP1",0.776671367800044
"TACC3",0.776617722744855
"RBM19",0.776368169146138
"MEIS3",0.776145539784271
"PSMC6",0.776135903370919
"ZFAND2B",0.776028071986065
"LARP6",0.775957503053481
"SERP1",0.775664562087969
"EID1",0.77558839825904
"LSM10",0.77545224035401
"PTTG1",0.775131036895559
"PHF20",0.775022634728248
"WBP4",0.774975854613026
"SAAL1",0.774715812068498
"ERAP2",0.774669687392521
"SPTAN1",0.774608512743387
"MT1F",0.774515935996588
"WFS1",0.774449393519717
"COQ5",0.774432419048653
"TXNDC17",0.774395462846554
"DCTN1",0.774169406044412
"BMP1",0.774084469041427
"INTS5",0.77404812546842
"DHX34",0.774035466302587
"CXXC1",0.774002164142514
"DDX1",0.773908405642958
"SMARCC1",0.773879603120454
"CCDC71",0.773629293165608
"NDUFB9",0.773353241430651
"PDLIM2",0.773256524481935
"PDLIM7",0.773112642237823
"LMNB2",0.77289542449832
"PSMD8",0.772845563856332
"PPP1R16A",0.772671446928803
"COPS3",0.772518866410159
"TMEM258",0.772488058901872
"BCAR1",0.772223709849383
"CCDC103",0.772219698633413
"TMEM179B",0.772183497879897
"ENO1",0.772042756947709
"HK1",0.772018313201869
"PSMA1",0.771915200150739
"TTF1",0.771834822924115
"ANKLE2",0.771687107086675
"RPS24",0.771592639277918
"PHKG2",0.771553759488009
"AKT2",0.771504737386495
"BCAS4",0.771410875790261
"GGCT",0.77136104802109
"UBALD2",0.771141597635917
"LSM2",0.771074453081687
"RAB31",0.770916547123879
"TPI1",0.770865347699963
"ATXN7L3",0.770836626298628
"CKAP4",0.770819093391044
"ILF2",0.770774348122102
"HNRNPAB",0.770761036434106
"CDKN2AIPNL",0.770746538331417
"MRPL48",0.770686260520099
"ARMC5",0.77049691456072
"CPT1A",0.770464070244094
"CCDC97",0.770439825699823
"EIF4B",0.770214027334525
"CLN5",0.770184242576589
"MFN2",0.770150372765317
"MRPS33",0.770113329783439
"GRINA",0.770060704029491
"BCCIP",0.769793096610082
"IFT43",0.769678998567691
"UBTF",0.769677878176695
"CCNY",0.769659632464796
"MAP1LC3A",0.769630985229249
"KPNB1",0.769547720313614
"NSUN2",0.76940841533677
"VHL",0.769342619034718
"CTR9",0.769323589981584
"VTI1B",0.769290964571801
"SETDB1",0.769078757989552
"JUNB",0.769028282132304
"EXOC3",0.768775322585564
"SNW1",0.768594384518671
"UBQLN4",0.767927650094523
"GCAT",0.767926540264309
"GOLM1",0.767832154549192
"VGF",0.767801767966515
"TNFAIP2",0.767676929767375
"PEX16",0.767598928214525
"CLEC11A",0.767232133275164
"LRRC45",0.767021201981717
"IER3",0.766639498901045
"NELFE",0.766225496802409
"PCYT1A",0.76614798750984
"CLP1",0.766136388159597
"VPS33A",0.765814034353554
"UBL5",0.765302226510507
"ATIC",0.765170851474347
"PARP10",0.765103720163462
"RHOT2",0.764591391180806
"PSMC3IP",0.76453144506329
"YIPF2",0.764098327780522
"CDK2AP2",0.764051387885914
"SPSB1",0.764027329802932
"NDUFA9",0.763890970524697
"CDK5RAP2",0.76384558335825
"TGOLN2",0.763749462782005
"RPL29",0.763639686193735
"DUS1L",0.763629497412595
"EDEM2",0.76340759552869
"TIMM44",0.763160065523211
"MAFG",0.763126266374912
"BRF1",0.762959300227541
"ZNF219",0.762506667785465
"NFS1",0.762410092729438
"MYO1C",0.762356763059821
"SURF4",0.762288747703651
"RPL36",0.76226330139615
"ZNF358",0.76222338437058
"PNP",0.762203202616187
"METTL13",0.762169392883378
"CCND3",0.762043251275131
"QTRT1",0.762014856198732
"CEBPB",0.761869797762583
"PTGR1",0.76105970069614
"ANAPC7",0.760975994133609
"EIF3D",0.760837235891794
"CCT6A",0.760488561500742
"ASPHD1",0.760390908951178
"MED27",0.760337292626049
"LRRC42",0.760335703962248
"WDR82",0.760292578750012
"NT5DC2",0.760197823415733
"NUBP1",0.760139365575573
"CHCHD4",0.76010774313924
"CRTC2",0.760066002440438
"PHF14",0.759467361457182
"PSME3",0.759345896196025
"RRP7A",0.759274620978802
"DDX46",0.759172453793456
"LRRC59",0.758903949199236
"HSPA9",0.75886283249141
"DMPK",0.758133147376131
"COL1A1",0.757692308860054
"ZNF629",0.757644031133301
"LRSAM1",0.757556243950767
"EXT2",0.757519696697302
"SMPD2",0.757239873277557
"VKORC1",0.756963497468915
"ARHGAP1",0.756880380424518
"PYGO2",0.756579417696749
"RPL27",0.756417202812665
"IDH2",0.75636517415508
"RTBDN",0.756191628838832
"IL11",0.755500650705736
"ANKRD52",0.755408456700398
"RASSF7",0.7552588736544
"GNL1",0.755144240738614
"PCGF2",0.7550141033214
"MVK",0.755013237794373
"MZT2B",0.754702907698355
"DPP7",0.754450245807131
"NUP107",0.753987126038795
"RHOF",0.753967212267861
"SSBP1",0.753823024051077
"KRT8",0.753820286613898
"POLR2J",0.753801689538384
"DERL1",0.753767315462824
"CAMLG",0.753731816858953
"C19orf25",0.753578001313569
"EXOSC9",0.753544415740296
"TRMT6",0.753480621697242
"USP39",0.753365839342763
"UBXN6",0.753222137098248
"APOL2",0.753077443148965
"RPS29",0.752820219688164
"S100A6",0.752799872683048
"MPG",0.752551516842059
"GOSR2",0.752465961568075
"MSRB1",0.752332563919789
"RECQL4",0.752225340327183
"ARF6",0.752182441243221
"CUTC",0.752081879575746
"PMM2",0.752048669138813
"ZBTB17",0.751931654720607
"STRN4",0.751889469432048
"ACAA1",0.75163024075726
"MCOLN1",0.751454865652291
"SND1",0.751321156602913
"MED19",0.75121347604701
"MXD3",0.751206867253904
"MRPL46",0.75110241275758
"RPS21",0.750878911715098
"SAP30BP",0.750547424578135
"VPS29",0.7504488725871
"SNRPB2",0.750375658664681
"NCOA5",0.750065318620608
"ARL6IP1",0.749692670537431
"EHMT2",0.749635308332887
"GLOD4",0.749418960135721
"GFOD2",0.749363873809193
"HOMER3",0.749331992061857
"CFDP1",0.748929069524078
"RPS13",0.748769813051453
"MKNK2",0.748752411963443
"WDR5",0.748553059000538
"WDR25",0.748485181914057
"RDH11",0.748407969464602
"WDR1",0.748359995318856
"RPL24",0.748193103586647
"PFKM",0.748190924088225
"MTG2",0.747838132046519
"ASB6",0.747608015501029
"FAM89B",0.747466141128924
"ATRAID",0.747423893675928
"DEF8",0.747076873885813
"HSD3B7",0.746969537630463
"FAM98C",0.746966080583064
"CD99L2",0.746682084992931
"HBE1",0.746426396212058
"COX5A",0.74600158936423
"MRPS17",0.745899794910165
"EXOSC3",0.74558100733469
"TRMU",0.745518326413625
"IER3IP1",0.745377840803149
"KAT8",0.745098361470534
"SDF4",0.745001821993684
"NNMT",0.744931098913189
"MRPL47",0.74477524071
"OXLD1",0.744736660156766
"ZNF584",0.744398705304375
"PI3",0.744384757180444
"DNAJA1",0.743989442826888
"CYC1",0.74342373327176
"PLEC",0.743406608319238
"TROAP",0.743392609682613
"DAXX",0.743262734468478
"RAB20",0.743230418070731
"DLST",0.743076556305697
"ZCCHC17",0.742975049118074
"SLC16A3",0.742966402008506
"BCL2L1",0.74247696847473
"SIX5",0.742361360173042
"C11orf58",0.742243538000308
"NSFL1C",0.742222681629959
"CENPM",0.741975996384082
"PSMC2",0.741745108374967
"PDCD2",0.741590323077612
"RFTN1",0.740685233542033
"GTPBP3",0.740652440850908
"MMP14",0.740627949297289
"UBE2C",0.740607815720641
"DMWD",0.740472486953981
"ZNF687",0.740365742334586
"PHF5A",0.740306157145345
"RBBP7",0.740275550354014
"TELO2",0.740231587018971
"EMD",0.74020744398649
"ORMDL3",0.740090364969933
"SRI",0.740086458324909
"LSM14B",0.740079186324835
"DCAF13",0.740000549325128
"CENPB",0.739907657580416
"YWHAZ",0.739585213739319
"ARHGAP11A",0.739571005374792
"GPN1",0.739567945818919
"TOM1",0.739549032548086
"MYL12B",0.739327787648886
"TRIP10",0.738839092754119
"RBM17",0.73880232267806
"GCHFR",0.738799810562308
"CCT2",0.738697585697416
"FXR2",0.738169832557006
"FERMT3",0.738059899914121
"GMPPB",0.738038795380942
"HAUS8",0.737923420777266
"RPUSD2",0.737604642989361
"KDSR",0.737525383425005
"FZR1",0.7374708963743
"LETMD1",0.737364860759624
"GPKOW",0.737165607737875
"EIF2AK4",0.737057823034866
"TAGLN2",0.736876588612563
"PPA2",0.736766351451058
"KLF16",0.736736023722254
"FASTK",0.736707969254683
"TECPR1",0.736640105933154
"EMC10",0.736512611165619
"UTP14A",0.73651160896236
"MRFAP1L1",0.736489772056913
"TMEM259",0.736378907494375
"CDC123",0.736171445801894
"RAMP1",0.736078183275873
"HMGCL",0.73606292746606
"TCEAL3",0.73603265811211
"INHBA",0.735926083801538
"DRAM1",0.735800905531495
"DHRS11",0.735676308343352
"ICAM1",0.735591704867706
"SNUPN",0.735508274274354
"GALM",0.735352250987521
"CNPY3",0.735211419143049
"MAEA",0.734784354439074
"RANBP1",0.734530647529289
"ZNF574",0.734301056406154
"NEK2",0.73306463339348
"GART",0.733020304152306
"MORF4L1",0.732726524072839
"BFAR",0.732322033042908
"PLCB3",0.732297240342979
"RP9",0.732238457330559
"PARN",0.732046119909837
"MED25",0.731919532587201
"SEC24C",0.731872962565201
"PSMA3",0.731778124888661
"ZNF865",0.73161749725798
"JMJD4",0.731588948509277
"UBE2Z",0.731489018063584
"AKR1A1",0.731477300076168
"TUBA1C",0.731357847949589
"STAU1",0.731337132086958
"MCM3AP",0.731171710106315
"NME3",0.731146993300172
"RITA1",0.731119756385914
"WDR70",0.731029717637888
"COL16A1",0.730973901256128
"RANBP3",0.730773966123909
"PFDN6",0.730523384928859
"PITX1",0.730457712559387
"PRPF3",0.730364756753611
"BTBD6",0.730340471985471
"TRMT2A",0.730043333127585
"HAX1",0.730015625348299
"MT1E",0.729701940435691
"HNRNPL",0.72934977930126
"MRPL17",0.729334430423528
"CCDC167",0.729280681532835
"CWF19L1",0.729220180297073
"USP19",0.729217866043786
"BIVM",0.72918056754088
"SMPD1",0.729111334528793
"CYB561A3",0.729105585486257
"MRPS9",0.729011433463267
"NUDT18",0.728661121466262
"UCK1",0.728294667925428
"LIN52",0.728249397563053
"MRPS18A",0.728202900510816
"FLII",0.728053690084687
"GOT2",0.727422790487176
"ADAM15",0.727302747534391
"FKBPL",0.727268121899876
"BLK",0.727143454941673
"NECAB3",0.727134045405044
"VAT1",0.726761938970175
"UBE2V1",0.726699020057926
"VPS9D1",0.726620387480274
"TRMT112",0.726236836013862
"NUDT14",0.726036140383454
"ZNF395",0.725908427694014
"SFXN4",0.725886208424892
"CARS2",0.725790458982406
"NUCB1",0.725559400015497
"ZSCAN2",0.725457418698259
"ALG5",0.725422392189973
"MAX",0.725369754828109
"AUP1",0.725194005696658
"PSMD14",0.725035384044495
"PLA2G15",0.724906662755021
"RBM22",0.724743060318154
"TIMM8B",0.724638993555854
"BST2",0.724603542499264
"MAPRE1",0.724189730870809
"SNRPG",0.724081148733724
"PFN1",0.723602249933099
"HNRNPDL",0.723505910431546
"DYNLT1",0.723498615800208
"DPF1",0.723044931062334
"CENPN",0.723040379715808
"AKAP8L",0.72302246072335
"SLC25A44",0.723005353811398
"HGS",0.722612013869276
"CNPY4",0.722529018005892
"MOGS",0.722324851534813
"SPATA2L",0.7221421137531
"MKRN1",0.72165617294474
"VPS25",0.721547822419838
"SLIRP",0.721527771766675
"DDA1",0.721480079161547
"NPM1",0.721366969735891
"OSGIN1",0.72127304944563
"MEMO1",0.72102927996274
"DOC2A",0.72093026072966
"NOL6",0.720920725550219
"SYAP1",0.720512066143393
"ENDOV",0.720458643266798
"ADGRE5",0.720246621621629
"ACSS2",0.719885737918098
"THRAP3",0.719800640055785
"GDI2",0.719734718907021
"PTMA",0.719485063113853
"BLCAP",0.719461372382744
"ACYP1",0.719449913428
"KCTD17",0.718876652785688
"NFIX",0.718824706173774
"UBE4B",0.718779808252697
"WDR3",0.718584880940156
"RILPL2",0.71851578869136
"RALA",0.71849094618686
"ATP6V1D",0.718379608127964
"SEC11A",0.718278506895268
"C8orf58",0.717906483804678
"RPIA",0.717858867639166
"CALM3",0.717815691105578
"SPHK2",0.717796608258839
"EEF1B2",0.717406767767202
"CLPTM1",0.717328509920482
"MOV10",0.71695636091939
"ARFRP1",0.716954356406192
"PROCR",0.716783171478497
"TMEM201",0.716750787548604
"RPS20",0.716730023855497
"SAE1",0.71667606449007
"PFKP",0.716656398401769
"SERTAD3",0.716360144786793
"CD63",0.71629211876116
"TNFRSF1A",0.716180355148298
"PTDSS1",0.71589608088791
"GLI4",0.71588460639815
"ALKBH4",0.715665472307599
"ANKRD9",0.715603728347139
"CCS",0.715523946545973
"KIF1C",0.7153850055106
"UBXN11",0.715363930099583
"SUDS3",0.715105628049852
"GABARAP",0.715089090402571
"DYNLRB1",0.715025386578368
"VPS37B",0.714926420890297
"AP2A1",0.714760616755228
"STK40",0.714680096205745
"CEP250",0.71455239082898
"TLX2",0.714525834216716
"MTFR1L",0.714504745955779
"LASP1",0.714410121226363
"ERCC2",0.714140628817593
