"","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RDX",35.88,42.155,2.13841758565207,0.0499018184529917,0.337040295006515,-4.16779763903324
"SMNDC1",6.80625,20.864375,2.13823311085628,0.0499191056236043,0.337040295006515,-4.16810133072676
"WDR78",-1.405,2.4,-2.13811872199787,0.049929827811964,0.337040295006515,-4.16828963689441
"SVIL",3.66625,9.006875,2.13729382467307,0.0500072123523343,0.337436893782834,-4.16964742929764
"LOC101930434",0.2975,0.26625,2.13677342319288,0.0500560889072474,0.337599335581671,-4.17050388352818
"RAB17",-1.395,0.7575,-2.13664064197639,0.0500685669136087,0.337599335581671,-4.17072239252306
"NMU",29.605,16.53125,2.13627453904199,0.0501029860554382,0.337608234107983,-4.1713248282263
"CTSA",-75.4775,135.8825,-2.13623006519554,0.0501071687528164,0.337608234107983,-4.17139800806605
"BLMH",5.2075,15.4425,2.13592565023805,0.0501358071949727,0.337675568653087,-4.17189888972455
"IMPAD1",-6.79749999999999,29.71875,-2.13519123647313,0.0502049610155883,0.337930511239989,-4.17310714155044
"NADSYN1",-6.6925,22.385,-2.13474308924925,0.0502472027928725,0.337930511239989,-4.17384432839189
"F2R",15.9425,20.13625,2.1345346088512,0.0502668650954372,0.337930511239989,-4.17418724528125
"PGS1",3.28125,12.716875,2.1344467804479,0.0502751505415164,0.337930511239989,-4.17433170396116
"KCTD20",8.395,15.51875,2.13439979417885,0.0502795835924089,0.337930511239989,-4.17440898497181
"UPK3BL2",3.31125,7.218125,2.13424516365712,0.0502941751959367,0.337930511239989,-4.1746633086807
"HS1BP3",-3.63375,15.341875,-2.13413819680134,0.0503042713435486,0.337930511239989,-4.17483923370323
"SUGP1",4.94125,16.859375,2.13377396845196,0.0503386633820104,0.337960375217169,-4.17543823570419
"FAM72B",43.10125,27.053125,2.13369589876374,0.050346037896081,0.337960375217169,-4.17556662078911
"ETF1",8.1225,39.5775,2.13288376931096,0.0504228115014039,0.338161025156653,-4.17690202359275
"POLG2",1.67625,4.158125,2.13266988799933,0.0504430485107556,0.338161025156653,-4.17725367134916
"PROSER2",0.5675,0.43125,2.13233168782543,0.0504750636548114,0.338161025156653,-4.1778096790896
"TTK",9.46875,12.560625,2.1322442879919,0.0504833402683567,0.338161025156653,-4.17795335899216
"TNFRSF10D",-9.54875,12.393125,-2.1319186474096,0.0505141889280631,0.338161025156653,-4.17848866606477
"PGM3",5.86625,11.211875,2.13171040183284,0.0505339256400149,0.338161025156653,-4.178830970987
"AIFM2",4.07375,10.053125,2.13156659854745,0.0505475589251694,0.338161025156653,-4.17906733877558
"SP4",1.23125,2.350625,2.13139487064562,0.0505638440652826,0.338161025156653,-4.17934959551707
"PBK",9.92875,20.446875,2.13126117162299,0.0505765262472396,0.338161025156653,-4.17956933908841
"FOXC1",2.2325,3.84125,2.13121655742409,0.0505807588357454,0.338161025156653,-4.17964266407407
"PHF12",5.22625,21.098125,2.13107623390827,0.0505940735884568,0.338161025156653,-4.17987328565715
"CLOCK",7.9125,7.9875,2.1307750878411,0.0506226591163549,0.338161025156653,-4.18036819340557
"ZBTB8B",0.44125,0.338125,2.13068860336705,0.0506308711976323,0.338161025156653,-4.1805103167778
"ZNF234",1.61375,1.850625,2.13062058279317,0.0506373309162852,0.338161025156653,-4.18062209566768
"ZNF180",0.35,1.9425,2.1302259290369,0.0506748250996836,0.338286677987604,-4.18127059900482
"LOXL2",-97.405,143.45875,-2.12960045111566,0.0507343014093556,0.33833145392745,-4.18229827465073
"CCT6A",30.5825,96.485,2.12947022672862,0.0507466924857062,0.33833145392745,-4.18251221758191
"VWDE",0.67875,0.351875,2.12909352947321,0.0507825516474135,0.33833145392745,-4.18313104887239
"NF2",12.7275,15.43625,2.12867377314211,0.0508225373689541,0.33833145392745,-4.18382055240688
"CDK5RAP3",26.37,44.97125,2.12837473086466,0.0508510417094567,0.33833145392745,-4.18431172622033
"ADRA1D",2.80625,1.463125,2.12834739123114,0.0508536484272147,0.33833145392745,-4.18435662956231
"DEPP1",-23.805,34.4225,-2.12833447125443,0.0508548803350429,0.33833145392745,-4.18437784957576
"YTHDF2",6.915,36.0275,2.1283022159141,0.0508579559723891,0.33833145392745,-4.18443082607418
"PSMA7",26.235,159.43375,2.12821107206021,0.050866647725024,0.33833145392745,-4.18458051949658
"SULT1A1",-4.87125,5.538125,-2.12819330305399,0.0508683423910577,0.33833145392745,-4.18460970269688
"NIPSNAP2",18.36625,25.054375,2.12709337865323,0.0509733461302457,0.338826774569798,-4.18641594329237
"JAKMIP2",-0.712499999999999,2.94625,-2.12697563558766,0.0509845982845243,0.338826774569798,-4.18660926737337
"EXOC8",1.35375,4.251875,2.12682560662689,0.0509989391793534,0.338826774569798,-4.1868555943876
"STIL",5.60875,10.591875,2.1264936580554,0.0510306825765613,0.338913345120683,-4.18740057760437
"LOC105379443",0.97875,1.240625,2.12624906593237,0.0510540839902671,0.33894447036207,-4.18780211438644
"DCUN1D5",3.72875,12.243125,2.12582249155903,0.0510949203505305,0.339091279761252,-4.18850234859637
"UTS2",-0.5175,0.45875,-2.12538982502524,0.0511363707731916,0.339242055338195,-4.18921251141469
"PER3",2.49125,5.036875,2.12493097315747,0.0511803637823882,0.339409582007628,-4.18996557477611
"KCNG1",-1.04125,1.640625,-2.12421482187787,0.0512490956405142,0.339420282126911,-4.19114075272506
"CA12",-36.545,43.365,-2.1242062990575,0.0512499141227799,0.339420282126911,-4.19115473716504
"COPG2",4.8275,13.3525,2.12418471283932,0.0512519871921213,0.339420282126911,-4.19119015620326
"EIF3M",33.7775,101.49625,2.12377574558771,0.0512912777129402,0.339420282126911,-4.19186116261809
"SETD3",-3.655,23.32125,-2.12365367156839,0.0513030110692923,0.339420282126911,-4.19206144104199
"CENPT",7.41375,26.270625,2.12359325394601,0.0513088191319733,0.339420282126911,-4.19216056193266
"TYW5",0.637499999999998,2.90625,2.12351740384442,0.0513161116093434,0.339420282126911,-4.19228499928028
"PCDHB14",4.3375,3.91375,2.12285212964991,0.0513801143232899,0.339420282126911,-4.19337633217646
"FANK1",-1.19625,2.456875,-2.12279875896789,0.0513852520468519,0.339420282126911,-4.1934638753833
"TTC39B",2.8475,2.47,2.12278729771454,0.0513863554252459,0.339420282126911,-4.19348267497791
"ACTR8",1.64125,8.748125,2.12262401981322,0.0514020766179306,0.339420282126911,-4.19375048992571
"GRK5",1.73125,6.925625,2.12247465641711,0.051416461948183,0.339420282126911,-4.19399547269253
"BLOC1S4",1.215,6.59625,2.12231002869108,0.0514323217120091,0.339420282126911,-4.19426548167649
"RNF123",2.51,12.39125,2.12218517423183,0.0514443528484552,0.339420282126911,-4.19447025077986
"PGA4",0.72625,0.408125,2.12180894154459,0.0514806228477021,0.339535517177119,-4.19508725929566
"BDKRB2",-0.81125,1.096875,-2.12161515764719,0.0514993134385481,0.339535517177119,-4.19540503671516
"BRD9",4.51249999999999,15,2.12134781384702,0.0515251092287701,0.339581969884373,-4.1958434177583
"HS3ST3B1",9.70125,6.020625,2.12109924402339,0.0515491042469446,0.339616524924123,-4.19625098899807
"MED13",3.43125,7.633125,2.12059108838778,0.0515981898246195,0.339816296695885,-4.19708411934669
"UBE2C",69.94375,142.066875,2.12015472607904,0.0516403749571632,0.339828699474457,-4.19779946318413
"DYRK1B",-6.50125,11.833125,-2.1196605154565,0.0516881910419731,0.339828699474457,-4.19860955039536
"EPHA3",67.78,34.405,2.11933020340154,0.0517201723491376,0.339828699474457,-4.1991509297042
"CCDC194",0.3875,0.24125,2.11921263533187,0.0517315598774582,0.339828699474457,-4.19934361276581
"PGAM4",-39.37375,44.883125,-2.11914298851361,0.051738306892991,0.339828699474457,-4.19945775484589
"DMRTA1",3.49875,1.843125,2.11895429417955,0.0517565906887225,0.339828699474457,-4.19976699084438
"CD58",11.075,20.59125,2.11885667951197,0.051766051538679,0.339828699474457,-4.19992695825106
"PBX4",1.125,1.53625,2.11884495811497,0.0517671876883065,0.339828699474457,-4.19994616660558
"TOE1",4.60125,8.664375,2.11882681800146,0.0517689460466031,0.339828699474457,-4.19997589347996
"COL17A1",2.0375,1.60375,2.11787339616019,0.0518614408908807,0.340227480581456,-4.20153812080108
"PSIP1",29.53875,54.563125,2.11781339347681,0.0518672670689305,0.340227480581456,-4.20163642623101
"PIK3CD",-2.32875,7.570625,-2.11733621165881,0.0519136223001184,0.340408259767359,-4.20241816740035
"FANCC",1.47625,4.671875,2.11680606827268,0.0519651672999628,0.340622926156217,-4.20328656858854
"RBM8A",6.825,23.37125,2.116599073273,0.0519853059270836,0.340631648207457,-4.20362560693307
"TRAPPC12",4.55499999999999,18.41375,2.11633806061146,0.0520107102323867,0.340674854617995,-4.20405309730943
"SLC2A1",-109.9675,168.94875,-2.11559078914338,0.0520835054343844,0.341028332220584,-4.20527684254013
"PCDH20",12.00125,6.296875,2.11480611559106,0.0521600454393229,0.341326891158038,-4.20656160348553
"PRRG1",-3.97375,6.183125,-2.11473696549201,0.0521667955786786,0.341326891158038,-4.20667481272987
"PLEKHM2",-8.4025,42.03125,-2.11394407404488,0.0522442519654129,0.341710237394581,-4.20797276325374
"FAM198B",13.825,10.39875,2.11364045636178,0.0522739400395806,0.341780984858067,-4.20846971544085
"ZNF813",0.54625,0.441875,2.11308876272642,0.052327925136174,0.341916906496043,-4.2093726185257
"THBS1",63.72375,33.931875,2.11304217153253,0.0523324865996925,0.341916906496043,-4.20944886432936
"AP2B1",25.1275,75.2925,2.1127145523205,0.0523645721967204,0.342003161577643,-4.20998498436393
"TMX1",7.62,18.925,2.11211112131147,0.0524237171470355,0.342173116138324,-4.21097233619089
"POC1A",5.785,13.63625,2.11206357092643,0.0524283803922395,0.342173116138324,-4.21105013348967
"SMARCA5",6.5175,23.45375,2.11174381664904,0.0524597485020117,0.342254504726201,-4.21157326122674
"AKR1C2",-1.605,1.955,-2.11081516424004,0.0525509482024373,0.342633054292468,-4.21309233770913
"APC",2.965,7.62,2.11071853321972,0.052560446400335,0.342633054292468,-4.21325038594661
"SS18L1",3.005,7.1025,2.11010461425608,0.0526208276547096,0.342633054292468,-4.21425441698394
"AKR1B1",-1168.81375,1062.779375,-2.11008112135516,0.0526231395421491,0.342633054292468,-4.21429283540682
"RAB24",6.50125,15.973125,2.11001253762474,0.0526298892606587,0.342633054292468,-4.21440499054932
"C1orf174",5.23125,12.599375,2.10999838214093,0.0526312824825602,0.342633054292468,-4.21442813881689
"PYROXD1",-1.74625,5.398125,-2.10957972349821,0.0526725034231845,0.342666041582399,-4.21511272996637
"PPT2",4.99625,8.808125,2.10943910174836,0.0526863556622018,0.342666041582399,-4.21534265939563
"HYKK",0.52875,1.388125,2.10937054116413,0.052693110585113,0.342666041582399,-4.21545475940934
"LETM1",2.92875,11.034375,2.1089598146256,0.052733594108845,0.342806217841095,-4.21612627936546
"HMGN2",96.945,241.10125,2.10861088763909,0.0527680088740815,0.342896359351973,-4.21669670769291
"GJC1",2.76875,7.001875,2.10796052024933,0.0528322101277036,0.342896359351973,-4.21775980524083
"FAM72C",5.97,7.03375,2.10795794998063,0.0528324639956811,0.342896359351973,-4.21776400629991
"GALNT1",-8.13874999999999,20.721875,-2.10794341256624,0.0528338998916464,0.342896359351973,-4.21778776739962
"RNF214",2.92625,6.676875,2.10770564505694,0.0528573898827346,0.342896359351973,-4.2181763816251
"TINAGL1",10.365,6.81875,2.10757378490834,0.0528704210221937,0.342896359351973,-4.21839188815474
"FBLN1",22.2525,14.37875,2.10731062899535,0.0528964363895164,0.342896359351973,-4.2188219583643
"RFC4",15.78875,32.355625,2.10728546343586,0.0528989248539237,0.342896359351973,-4.21886308448509
"SLC9A3R2",60.145,41.85375,2.10709311240781,0.0529179488104296,0.342896948445686,-4.21917742061078
"TOM1L1",9.475,11.60125,2.10645791120984,0.0529808165234159,0.342914180298401,-4.22021535000699
"SP3",3.92125,14.585625,2.1060001576349,0.0530261644530482,0.342914180298401,-4.22096322852308
"ANGEL2",2.26625,6.853125,2.10599096411992,0.0530270755868926,0.342914180298401,-4.220978248057
"WWC2",4.02125,5.459375,2.1057422000932,0.0530517351159507,0.342914180298401,-4.2213846436022
"TRPM8",-0.9,0.99875,-2.10558478838817,0.053067344520256,0.342914180298401,-4.22164178802598
"PTPRK",-3.97875,17.370625,-2.10537406367933,0.0530882472317266,0.342914180298401,-4.22198600815676
"CNR1",26.32,13.63375,2.10522914330362,0.0531026269304121,0.342914180298401,-4.22222272634027
"RABGAP1L",-2.02875,5.770625,-2.10514690267523,0.0531107888406075,0.342914180298401,-4.22235705747515
"ZDHHC21",3.78875,4.518125,2.10507230202478,0.0531181935280613,0.342914180298401,-4.22247890722938
"EXOC6",2.4,2.76875,2.10504007001755,0.0531213930969857,0.342914180298401,-4.22253155303737
"CSTF3",8.92374999999999,28.058125,2.10496463040697,0.0531288824425661,0.342914180298401,-4.22265476992582
"ALDOA",-968.5125,1671.7025,-2.10472670978044,0.0531525086414055,0.342935383617764,-4.22304335531406
"MAU2",3.85,12.03375,2.10454558093161,0.0531705017530276,0.342935383617764,-4.22333917019984
"CREBZF",7.85124999999999,14.334375,2.1040449320689,0.0532202648184145,0.342935383617764,-4.22415674946418
"SEC22B3",18.62,10.875,2.10402300688389,0.0532224451008932,0.342935383617764,-4.22419255189224
"SAP30BP",6.635,25.3625,2.10397877817067,0.0532268435398119,0.342935383617764,-4.22426477398132
"KTN1",-26.52,64.8275,-2.1037134994065,0.0532532319121103,0.342983386614591,-4.22469793760888
"GCAT",2.305,7.765,2.10287370984017,0.0533368488435408,0.343341863764462,-4.22606901490955
"ARHGEF39",5.3125,8.8675,2.102773787464,0.0533468060644468,0.343341863764462,-4.22623213402115
"FAM83F",-0.165,0.095,-2.10182027017366,0.053441909933093,0.343667300248507,-4.22778851272721
"LOC107987364",0.655,1.13,2.10173542693987,0.0534503797743246,0.343667300248507,-4.22792698068928
"PRXL2A",-17.9725,33.84125,-2.10136036636801,0.0534878366477467,0.343667300248507,-4.22853906224605
"HOXD9",6.82375,8.139375,2.10106618718174,0.0535172329291242,0.343667300248507,-4.2290191101646
"MYLK2",0.4525,0.5875,2.10092062206948,0.0535317842438677,0.343667300248507,-4.22925663377695
"CDC42EP1",-22.03875,78.091875,-2.10091699417308,0.0535321469505969,0.343667300248507,-4.22926255343346
"STEAP3",-41.265,52.4625,-2.10087781843832,0.0535360637731546,0.343667300248507,-4.22932647634197
"DBN1",30.93375,51.621875,2.10061828978938,0.0535620183394852,0.343667300248507,-4.22974993298067
"MPHOSPH6",-7.8525,20.93,-2.10055698092126,0.0535681513224855,0.343667300248507,-4.22984996292636
"EXOSC5",4.4525,13.63,2.10002775955898,0.053621118482755,0.343885296331861,-4.23071336477726
"NAGS",-3.62875,5.516875,-2.09937661870385,0.0536863542329159,0.344170193209979,-4.23177552078219
"GALT",-3.82625,6.738125,-2.09910054371238,0.0537140354030061,0.344170193209979,-4.23222580995626
"TTL",6.56875,22.409375,2.09901563248304,0.0537225518306338,0.344170193209979,-4.23236429743596
"MVD",-3.64625,16.104375,-2.0988163377728,0.0537425455850564,0.344176535746449,-4.23268932945779
"ARFIP2",-4.8175,18.5,-2.09815940474783,0.0538084993766286,0.344477105765331,-4.23376061748019
"KIF4A",8.30875,17.143125,2.09788247680868,0.0538363243324506,0.344533452291524,-4.23421216408509
"SPAG9",10.96625,25.405625,2.09716611610622,0.0539083638347463,0.344663704403805,-4.23538008931598
"PIM2",-2.2975,8.135,-2.09714417591967,0.0539105716113985,0.344663704403805,-4.23541585648346
"ZNF888",1.62625,1.266875,2.09711240043707,0.0539137692328408,0.344663704403805,-4.23546765693501
"TENM2",37.10875,19.094375,2.09682928031264,0.0539422678180398,0.344724210463133,-4.23592918218532
"DNTTIP2",4.4725,15.06125,2.09660869270961,0.0539644815672883,0.344744524044147,-4.23628874863797
"CUEDC1",15.285,34.6375,2.09632591470905,0.0539929703865495,0.344804896569393,-4.23674965959363
"TMA16",3.05125,8.958125,2.09517997041912,0.0541085619451118,0.345421277894931,-4.23861715361798
"PRSS35",35.27875,18.008125,2.09475941710018,0.0541510404000631,0.345570645766576,-4.23930237944179
"DPP4",-10.03,11.29875,-2.0944022840777,0.0541871371478862,0.345579852360124,-4.23988421652965
"NXN",12.47375,7.514375,2.09436758490219,0.0541906455028852,0.345579852360124,-4.2399407453274
"ACOX1",3.4625,6.6375,2.09372131871929,0.0542560262819526,0.345875005981149,-4.24099349681941
"VPS37B",3.09375,23.533125,2.0926618813662,0.0543633636065929,0.346139862799824,-4.2427189337133
"GFOD2",2.8625,9.97625,2.09264968258147,0.0543646006701305,0.346139862799824,-4.24273879847606
