gene_symbol,Con1,Con2,Con3,Con4,Con5,Con6,Con7,Con8,Con9,RR1,RR2,RR3,RR4,RR5,RR6,RR7,RR8,RR9
PNRC1,38.135,26.0117,33.5976,14.0225,15.0127,14.2759,15.6384,14.6561,15.6193,81.0321,81.0233,81.5887,49.3782,49.3782,52.5185,29.4827,31.0435,29.8377
PNRC2,7.04823,4.24863,12.7089,27.2818,25.0744,26.2025,28.0457,27.7869,29.1508,50.0887,51.3292,49.9829,36.3678,36.3678,34.3213,16.6133,16.9355,16.76
POC1A,0.0,0.0,0.662008,27.2502,26.0891,27.0124,20.144,20.8924,22.2423,9.39872,7.37032,8.22935,8.6497,8.6497,9.27173,24.1622,25.1946,24.4669
POC1B,0.0,0.0,0.0,3.84029,3.53223,3.35729,4.58345,4.08772,4.38125,5.02678,4.45606,4.758,3.41271,3.41271,3.27013,1.56958,1.15273,1.44207
POC1B-GALNT4,20.5312,15.5732,11.5516,0.428578,0.743208,0.843338,0.244775,0.0,0.293431,1.47027,0.848841,0.708541,0.295687,0.295687,0.417433,0.545035,0.718642,0.586855
POC5,0.0,0.0,0.0,5.26703,5.67199,5.47563,5.80961,6.13504,5.20604,11.9144,12.346,11.98,10.0326,10.0326,8.89555,3.89245,4.00133,3.56307
PODN,0.0,0.409848,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0493823,0.0,0.0,0.0
PODNL1,0.0,0.36675,0.429684,0.743282,0.826462,0.996746,0.704836,0.839872,0.613383,0.44882,0.40929,0.347616,0.60231,0.60231,0.409283,1.58778,1.70633,1.6669
PODXL,7.45144,7.69681,7.77214,9.00145,9.76937,9.71912,9.5739,9.64561,9.43217,9.40148,9.29131,9.39352,11.3354,11.3354,11.9562,10.8274,10.6101,9.682
PODXL2,0.0,0.0,0.0,2.30854,2.67307,2.13352,2.479,1.7657,1.89004,0.938605,1.13051,1.39297,1.99654,1.99654,1.75302,5.098,5.02177,5.17415
POF1B,0.0,0.0,0.0,0.0702953,0.0911599,0.156987,0.0762678,0.0572657,0.034666,3.01532,2.61283,3.18681,2.31345,2.31345,2.71378,1.59793,1.37345,1.57681
POFUT1,10.1744,10.1653,12.3908,52.0827,51.8106,52.0238,54.7805,54.6285,53.468,40.5529,40.4022,41.2584,49.8347,49.8347,50.889,68.354,68.0874,67.293
POFUT2,14.2129,21.2005,15.6755,18.7047,19.3623,17.0517,17.2639,18.5865,18.3709,12.4959,13.7202,13.7557,16.5649,16.5649,17.582,21.6858,21.2325,21.2263
POGK,4.55312,5.9737,4.00218,14.3336,14.4535,14.1458,15.7004,15.7166,15.7537,11.7416,9.40838,11.4869,9.14372,9.14372,9.38734,6.45366,6.75694,5.97107
POGLUT1,1.99777,0.312053,2.92626,6.54117,6.14484,6.43222,5.59402,6.0488,6.17046,5.37119,5.01553,5.10224,5.60125,5.60125,6.70337,3.66177,4.24131,4.29201
POGZ,6.31075,4.52101,7.55056,5.67118,5.9509,5.45062,7.09487,6.78818,6.94489,10.7855,10.297,11.1493,11.1675,11.1675,11.1941,6.81509,6.86156,7.02427
POLA1,0.0,0.197736,0.0,9.67647,10.1806,10.3843,10.6772,9.46136,9.95764,9.68261,8.70901,8.8216,9.85116,9.85116,10.4525,8.67197,8.3448,8.66382
POLA2,0.963291,1.50465,2.11662,23.4451,22.7221,22.3763,21.485,21.0638,20.1334,9.92931,8.47469,8.2878,9.54867,9.54867,10.169,17.3857,16.6199,16.6031
POLB,0.0,0.0,0.0,12.0042,13.5966,12.5307,10.9295,11.6333,12.3678,22.5387,22.8103,21.9924,19.0106,19.0106,17.4621,16.1463,15.7166,15.9344
POLD1,11.2185,10.5144,10.8301,18.7169,19.4231,17.5341,15.8478,15.565,15.0178,11.8066,12.4011,12.0861,14.9698,14.9698,15.8981,48.1188,50.0187,49.9096
POLD2,21.1926,22.0976,27.5255,109.304,115.679,115.827,108.901,103.356,106.247,99.0769,97.813,98.8407,94.4856,94.4856,91.4525,268.488,266.804,273.75
POLD3,18.896,14.1671,16.2625,6.13204,5.53845,5.81135,6.16788,6.06329,6.40171,5.40046,4.71116,4.92688,5.91297,5.91297,6.19122,5.61021,5.13616,5.31517
POLD4,10.2695,4.81961,6.56245,37.6714,35.4887,37.3376,31.237,31.1875,31.9647,69.0904,65.3603,66.3009,47.9823,47.9823,44.7799,145.712,149.51,146.763
POLDIP2,18.3997,14.3052,14.781,117.406,116.584,114.96,96.1784,91.5817,91.55,86.8551,87.3086,88.6187,70.7242,70.7242,72.8983,188.517,188.73,188.965
POLDIP3,35.1937,29.6875,29.3807,21.9283,23.0288,21.0452,19.6561,19.5709,18.2716,12.1019,11.8274,12.1842,17.0848,17.0848,15.9225,25.2473,24.7392,24.9673
POLE,3.67628,4.76807,6.37527,10.0005,10.8369,10.872,10.8816,10.0614,10.1073,4.74535,4.26424,4.79665,7.32306,7.32306,7.33442,15.3772,15.9566,15.2103
POLE2,0.0,0.0,0.0,5.16803,4.717,4.94047,4.37897,4.65616,4.02634,5.07656,5.53156,5.79722,4.63587,4.63587,4.53366,2.64666,2.6542,2.54771
POLE3,19.2036,18.0092,23.4801,78.2558,80.7246,80.3646,78.753,76.5396,75.3912,38.2529,39.7319,38.402,42.9428,42.9428,42.8584,59.69,61.2349,62.1108
POLE4,0.0,0.0,0.0,129.699,133.955,129.855,117.545,121.159,114.198,60.259,51.7915,54.5555,50.2034,50.2034,47.2594,156.996,156.648,157.251
POLG,0.0,0.0,0.0,14.9323,14.4336,14.8783,13.1433,13.5163,13.0889,8.94415,9.02379,8.51715,13.6124,13.6124,13.3592,22.6942,23.6874,22.7952
POLG2,0.0,0.0,0.0,4.49755,3.84484,4.55015,5.01672,4.80083,3.84327,3.34547,3.02363,3.82061,5.85742,5.85742,5.24156,7.38001,6.75195,5.80824
POLH,9.27479,10.0041,7.72701,2.88208,2.69227,2.95502,2.30972,2.79122,2.43384,3.39095,3.54787,3.5109,3.9803,3.9803,3.87812,6.50618,6.34789,7.03227
POLI,11.3182,13.2541,12.4436,1.42936,1.45208,1.44462,1.80422,1.7867,1.70879,2.52386,2.56765,2.7326,2.64467,2.64467,2.5134,0.993646,0.923023,0.699204
POLK,5.13501,4.33044,3.10393,4.04812,3.93333,3.96624,4.3076,4.29699,4.77371,6.0374,6.05512,5.40418,5.39261,5.39261,4.8038,1.65909,1.83441,1.55616
POLL,6.25694,2.20188,5.99988,6.79134,7.75049,6.19148,5.91233,6.25679,6.48355,8.93079,10.168,8.73388,11.3103,11.3103,10.5864,32.6925,28.0804,29.3106
POLM,11.5502,7.9132,15.1198,2.20795,2.61716,2.62222,2.50706,2.31734,2.95156,4.26439,4.12073,4.63599,5.48379,5.48379,5.00748,6.49428,6.32064,6.02743
POLN,0.0,0.0,0.0,0.263819,0.303727,0.304385,0.232774,0.30032,0.295395,0.0,0.0388606,0.132955,0.0146977,0.0146977,0.029065,0.0832938,0.238473,0.149397
POLQ,1.67152,2.16785,1.83832,2.87491,2.84607,2.71818,3.68762,3.40135,3.82537,1.40011,1.20489,1.39905,2.07635,2.07635,1.75922,1.08745,1.21964,1.07081
POLR1A,4.2897,1.9289,2.264,8.97542,8.86632,9.0501,9.72644,9.25291,9.02092,3.07944,3.52194,2.82734,5.28506,5.28506,5.47727,7.16171,6.82851,7.34531
POLR1B,0.949383,0.889539,2.86966,8.40226,7.96448,8.22101,8.37992,8.08085,8.73749,5.93594,6.36286,6.23792,7.49141,7.49141,7.20098,6.22391,5.92303,5.75283
POLR1C,0.0,0.0,0.0,15.4163,14.8649,13.4813,15.6781,13.114,14.8605,14.2387,14.9187,15.4503,16.2916,16.2916,16.0675,17.4103,16.1215,18.2032
POLR1D,9.9959,7.29115,9.74932,36.8329,36.8788,38.7512,33.5214,32.1287,31.7456,50.8163,43.7302,46.8039,49.131,49.131,46.9352,40.694,40.9365,42.0901
POLR1E,12.0836,7.55729,13.2503,23.5111,23.979,24.5748,19.334,17.4467,19.4128,18.6622,17.5446,19.349,20.6507,20.6507,20.2491,40.8446,41.0339,41.8805
POLR2A,11.4869,14.4004,11.3302,30.5542,31.4067,29.1907,30.9998,31.3705,30.5052,18.0216,18.4876,18.8902,29.997,29.997,30.7626,27.522,27.8064,26.8433
POLR2B,0.0,0.0,0.0,29.7464,29.9632,28.4657,32.4214,32.0815,31.6905,20.2399,20.0742,20.7005,28.3856,28.3856,28.5855,15.8759,16.0849,15.5872
POLR2C,0.0,0.0,0.0,57.237,58.0733,58.3826,62.1823,60.3348,60.2179,121.886,117.741,119.708,82.9897,82.9897,85.1845,74.5344,70.597,72.4006
POLR2D,27.2915,31.9903,23.6149,25.7204,25.5785,26.7398,24.5102,22.7617,23.2563,15.1094,15.0653,13.4264,12.5803,12.5803,13.6703,17.9547,18.607,19.3577
POLR2E,1.25131,2.34607,2.74805,86.8735,85.6224,84.8338,87.498,88.1169,88.0323,95.1173,96.0372,95.8996,66.8852,66.8852,67.9565,109.584,105.614,104.566
POLR2F,6.92563,10.9671,5.80815,21.9314,21.7397,22.1568,21.382,21.2008,23.135,28.8133,28.6682,30.391,21.0931,21.0931,20.8318,27.6297,31.3759,28.8814
POLR2G,0.0,0.0,0.0,104.873,110.547,105.417,86.2095,83.275,88.8765,147.112,157.604,153.977,135.379,135.379,132.859,440.161,448.366,450.033
POLR2H,0.0,0.0,0.0,35.2408,35.6304,38.1904,29.8023,30.6126,31.1606,76.041,77.4117,78.1469,52.9788,52.9788,52.564,87.9024,90.003,90.7081
POLR2I,0.0,0.0,0.0,81.7017,77.8317,75.9666,65.394,59.8852,61.5402,128.118,117.591,113.414,61.0974,61.0974,60.7014,250.985,251.547,249.482
POLR2J,0.0,0.0,0.0,64.2992,62.8292,63.4065,56.2637,59.8508,55.748,116.293,119.717,120.057,63.7114,63.7114,64.2817,201.104,201.614,200.383
POLR2J2,0.0,0.0,0.0,3.72287,4.0106,4.68686,4.15753,3.50796,3.40572,2.58182,3.35492,3.5944,2.96185,2.96185,2.97998,3.6073,4.32198,4.48199
POLR2J3,0.0,0.711633,0.0,1.27988,1.03508,1.61982,1.0842,0.973689,1.30467,1.16266,2.54759,1.81763,1.64029,1.64029,1.78699,3.25651,4.4497,4.54525
POLR2J4,6.47612,9.01826,8.08282,1.11916,1.0093,1.08638,1.01381,1.09742,1.21171,1.61435,1.78739,1.68512,1.37243,1.37243,1.23266,1.42776,1.88956,2.05449
POLR2K,0.0,0.0,0.0,50.5421,53.5166,50.1896,60.586,63.8606,63.8033,159.006,158.524,161.927,87.5096,87.5096,85.5954,39.8122,40.6963,39.2726
POLR2L,51.0883,67.2971,51.9964,418.054,410.012,425.377,328.17,333.447,328.695,187.528,192.675,184.617,152.544,152.544,150.284,493.759,493.903,488.121
POLR2M,1.32532,3.42871,3.44614,17.501,18.5356,17.4713,21.0526,17.499,19.9072,25.7386,25.0736,25.0534,17.2006,17.2006,18.5383,9.04829,9.53515,8.95488
POLR3A,6.35074,6.91406,7.54902,13.0269,12.3702,12.5065,11.6292,11.9903,11.526,8.23446,8.06001,8.26318,9.1563,9.1563,9.79456,15.833,15.4477,15.6362
POLR3B,0.565247,1.32422,3.1057,3.2061,2.99682,3.25892,2.94695,3.56656,2.96231,2.38794,2.33056,2.14884,2.68037,2.68037,2.72304,2.30673,2.01653,2.06859
POLR3C,4.10479,2.36737,2.08151,7.11771,6.68474,6.40258,6.10178,5.82566,6.01847,9.48092,9.3271,9.36824,9.35996,9.35996,9.78176,12.458,12.1326,12.7797
POLR3D,16.18,15.1779,7.80765,25.9025,25.4702,25.4753,21.0013,20.6753,20.275,17.8736,18.6225,18.3795,31.3432,31.3432,32.0757,85.2248,87.7118,87.8366
POLR3E,2.93178,4.27419,2.14725,8.5868,8.82554,9.49056,7.87195,8.08828,8.80214,9.34287,10.0037,8.88256,9.90371,9.90371,9.96715,10.2596,10.6118,10.4923
POLR3F,0.0,0.0,0.0,6.22686,6.11846,6.15029,5.43132,5.11777,5.19883,6.54268,6.07117,6.16246,5.56122,5.56122,5.4392,6.88571,6.32421,7.83996
POLR3G,0.359887,0.0,0.0,5.48914,5.46554,5.85916,6.41352,5.94285,5.32353,6.70002,6.76326,7.09336,5.92184,5.92184,6.13521,3.06261,3.03166,3.50829
POLR3GL,5.88182,4.42079,5.14582,29.8254,28.4832,28.2833,28.9259,28.3297,27.4032,42.8698,42.7162,42.8836,29.3392,29.3392,30.9237,46.7014,50.7969,52.8041
POLR3H,11.7166,7.84233,12.8753,20.1992,20.8562,20.5139,19.7433,18.3574,18.755,15.5871,15.091,16.0841,11.6018,11.6018,11.9951,19.7435,19.5796,19.2087
POLR3K,0.0,0.0,0.0,35.2517,34.3594,31.6086,33.8054,36.6654,34.4527,34.9366,37.3267,36.433,33.5796,33.5796,35.0152,62.4767,63.5062,61.8275
POLRMT,20.6336,18.7596,21.6554,37.9288,35.5631,36.8443,29.7591,29.4921,30.0798,33.0566,34.1972,32.3388,42.1075,42.1075,43.9184,163.158,162.769,158.585
POM121,18.2393,22.5291,21.6531,14.1343,14.4421,13.6523,14.0162,14.3658,14.4512,8.09294,7.89019,7.79772,10.3484,10.3484,10.7777,11.5898,11.7376,11.7231
POM121C,10.7304,16.45,13.7273,13.3989,13.8603,13.6606,13.857,14.3916,13.3241,6.94023,7.37992,6.87082,11.05,11.05,11.0685,9.25648,10.4104,10.0016
POM121L10P,39.5276,41.002,43.0852,0.0860126,0.0320302,0.0658016,0.0427685,0.0713299,0.00665028,0.0296121,0.0236569,0.00586397,0.0489806,0.0489806,0.0,0.249634,0.131755,0.0983277
POM121L12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0519409,0.0,0.0513466,0.0,0.0,0.0,0.0,0.0,0.0
POM121L1P,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0291954,0.0145787,0.0,0.0219682,0.0219682,0.0,0.0321898,0.0645616,0.0
POM121L2,22.064,20.3308,13.9651,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POM121L4P,0.567659,0.53238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0213165,0.0,0.0,0.0
POM121L8P,22.3338,21.1959,20.6821,0.0732089,0.0341529,0.0503698,0.0380174,0.04097,0.0413778,0.0221101,0.00735994,0.0145939,0.0,0.0,0.0111333,0.0326672,0.0327592,0.0244467
POM121L9P,1.98127,3.91885,1.20995,0.0,0.0255181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0121561
POMC,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POMGNT1,15.356,17.2757,20.232,59.4052,59.3625,59.2483,56.8105,58.5115,56.6396,40.4064,39.9444,41.7139,53.6581,53.6581,53.5762,124.132,131.797,124.555
POMGNT2,0.0,0.0,0.0,15.5081,15.1514,15.6869,14.2805,15.5948,16.2445,17.343,18.1679,20.4213,15.0276,15.0276,16.2033,15.652,15.6448,16.6906
POMK,2.5436,3.18325,7.43083,4.3295,4.60408,5.28374,6.96827,7.75645,6.82907,2.30176,2.84487,2.23784,3.86042,3.86042,3.33255,4.3145,3.26638,3.62649
POMP,6.25344,5.87026,14.6765,68.2582,70.0164,70.9934,72.4023,70.0876,67.6011,189.079,183.342,185.66,100.757,100.757,100.758,115.598,116.407,113.281
POMT1,2.12174,0.795627,2.32973,8.4637,8.72012,8.74983,7.86978,7.27974,7.98297,6.64902,8.27813,7.59659,7.28641,7.28641,6.66607,12.0432,12.8001,12.3197
POMT2,17.5184,14.6396,13.5307,6.69263,6.02442,6.36925,6.40656,5.9511,6.23969,3.30605,2.92297,2.93257,5.44648,5.44648,5.58597,7.40887,7.07535,6.8693
POMZP3,4.02844,1.89141,2.2047,6.8828,7.32897,8.1262,8.9643,8.92198,7.6947,4.39434,3.85647,3.3817,3.50049,3.50049,3.22263,5.2004,5.77416,4.46216
PON1,1.44498,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0269604,0.0269604,0.0540859,0.0,0.0,0.0
PON2,10.2994,6.69151,5.20916,35.5306,33.8176,35.5444,42.6768,38.7565,40.3335,35.3365,37.7944,35.2583,43.2794,43.2794,43.0852,19.0804,19.3802,19.1329
PON3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POP1,2.72182,3.24589,3.26347,7.13903,7.52063,7.0341,7.25505,7.77876,7.14209,4.71763,4.5543,4.60827,6.76572,6.76572,6.74829,5.08738,5.6354,5.41498
POP4,5.13798,5.29972,6.20281,23.7387,25.2875,26.1998,23.0839,24.0912,23.4003,31.3104,32.6265,32.5028,24.9088,24.9088,26.885,37.5265,36.412,35.416
POP5,0.0,0.0,0.0,71.2959,73.5702,71.7388,55.7533,53.7892,61.8136,90.5952,86.9044,96.0657,68.9006,68.9006,70.0454,134.69,124.375,130.599
POP7,0.0,0.0,0.0,66.4019,71.1824,64.738,61.797,59.5953,57.4947,83.234,85.4545,88.9012,58.6117,58.6117,60.6911,116.024,109.504,102.89
POPDC2,0.0,0.0,0.82779,0.198282,0.314993,0.474499,0.308504,0.360753,0.0,0.11205,0.0746147,0.295546,0.140819,0.140819,0.0564888,0.0405361,0.0813131,0.121258
POPDC3,27.1844,43.9928,34.2792,23.9609,25.001,23.8381,25.1768,25.3869,24.1039,61.5013,61.7008,65.1889,27.3945,27.3945,27.6929,14.8887,15.8689,15.8406
POR,12.1145,19.9917,15.4254,71.3813,72.5827,72.1891,57.7208,58.5877,58.5519,30.6038,31.2893,30.6168,33.0377,33.0377,32.9208,88.7045,89.195,87.6248
PORCN,0.0,0.681923,0.0,31.2647,31.0026,29.7218,34.5751,33.6821,33.2377,13.4024,13.0282,14.2829,11.236,11.236,10.7687,20.3903,19.3228,20.3642
POSTN,11.3671,13.5946,13.3445,0.140045,0.192846,0.213209,0.129155,0.170341,0.109716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POT1,0.553585,0.0,0.30417,8.43644,8.07481,8.56029,10.0847,9.86702,9.40993,9.83714,9.90492,9.43972,7.61109,7.61109,7.39196,3.64028,4.04595,4.65445
POT1-AS1,10.4573,15.2093,14.2589,0.219453,0.166365,0.429179,0.325726,0.517057,0.242452,0.0539929,0.0179747,0.0356269,0.0677337,0.0677337,0.108802,0.0,0.0198529,0.0
POTEA,0.68383,0.641544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTEB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTEB2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTEB3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTEC,10.3782,10.2449,5.39434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTED,10.3347,16.1596,15.8642,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTEE,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTEF,8.03075,12.2912,7.94293,0.0204309,0.0,0.0114186,0.0,0.0,0.0,0.0,0.0133719,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTEG,0.0,0.608171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTEH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTEH-AS1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTEI,0.0,0.343741,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTEJ,2.88666,2.36745,5.15242,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTEKP,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POTEM,20.327,23.3625,21.599,0.00654116,0.0,0.0,0.00883465,0.007934,0.0192301,0.00856317,0.0,0.00847788,0.0,0.0,0.0129364,0.0,0.00950775,0.0283799
POU1F1,0.0,0.0,0.0,0.0,0.0,0.0441178,0.0,0.0,0.0,0.0523211,0.0522715,0.0,0.0,0.0,0.0395926,0.0,0.0,0.0
POU2AF1,24.7292,20.9731,23.7094,0.0298256,0.0150744,0.0,0.0202029,0.0181434,0.0,0.0195769,0.0391046,0.038749,0.0147375,0.0147375,0.103561,0.193595,0.172572,0.21456
POU2F1,8.47763,7.93972,9.77436,2.33247,2.3421,2.23315,2.83108,2.94984,2.82548,3.71329,3.59105,3.51105,2.29513,2.29513,2.49485,2.50169,2.57367,2.62791
POU2F2,7.91271,6.93934,9.25579,1.50689,1.9004,1.16259,1.075,0.859556,1.28738,8.70314,7.17379,8.04093,4.53075,4.53075,4.95962,12.4714,13.684,13.0639
POU2F3,0.822647,1.15677,0.903354,0.249858,0.23678,0.314109,0.275095,0.32307,0.18414,0.369092,0.204792,0.284094,0.169809,0.169809,0.216948,0.157608,0.248377,0.0898272
POU3F1,13.0405,12.9885,12.9776,0.185688,0.156416,0.172917,0.0838695,0.0753201,0.0456145,0.060952,0.0405839,0.100534,0.0152959,0.0152959,0.0307089,0.290066,0.268513,0.178045
POU3F2,10.5467,6.94496,5.3248,0.0760965,0.14285,0.157961,0.0882337,0.211304,0.0960027,0.0,0.0426995,0.0423212,0.021447,0.021447,0.0323031,0.0471518,0.0630467,0.0313594
POU3F3,14.1411,14.2141,14.9762,2.66978,2.47043,2.71,1.43344,1.56147,1.64641,1.90379,1.47735,2.10102,1.62584,1.62584,1.67153,6.65972,5.25453,6.16242
POU3F4,0.861156,0.808315,0.0,0.19308,0.390384,0.143716,0.394836,0.157597,0.0,0.254927,0.0424436,0.0840307,0.192317,0.192317,0.224981,0.137874,0.0921802,0.0
POU4F1,0.0,0.0,0.0,0.0,0.0118164,0.0130659,0.0,0.0994407,0.0,0.0,0.0153099,0.0,0.0115357,0.0115357,0.0115827,0.0,0.0847063,0.0
POU4F2,15.4854,18.0554,21.1559,0.0574271,0.0145122,0.0160442,0.058337,0.0523902,0.0423068,0.0376869,0.0188197,0.0186491,0.0141844,0.0141844,0.0427191,0.207152,0.145417,0.20663
POU4F3,15.0188,21.7063,18.9531,0.085463,0.0,0.0,0.0,0.052521,0.0,0.0,0.0,0.0,0.0,0.0,0.0857106,0.0,0.0,0.0
POU5F1,8.98854,12.9028,13.507,0.135595,0.163169,0.277847,0.153555,0.122979,0.100167,0.029739,0.0891214,0.199084,0.304933,0.304933,0.219875,0.423756,0.561581,0.502045
POU5F1B,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.120132,0.0396443,0.0,0.0,0.0,0.0,0.0,0.0
POU5F1P3,0.0,0.0,0.0,0.0,0.0,0.052902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POU5F1P4,0.0,0.0,0.0,0.0,0.0,0.0,0.130167,0.175353,0.0,0.252003,0.188842,0.0,0.0952362,0.0952362,0.476995,0.26884,0.404431,0.535673
POU5F1P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0780843,0.0,0.0847265,0.0755627,0.30203,0.149274,0.057293,0.057293,0.114483,0.0,0.0,0.0
POU5F2,0.0,0.0,0.0,0.0,0.0387933,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0385,0.0,0.0,0.0
POU6F1,0.446271,1.61353,0.540763,0.483621,0.379315,0.344984,0.276658,0.315007,0.36378,0.394457,0.332343,0.280296,0.260531,0.260531,0.422009,0.629731,0.557212,0.628302
POU6F2,0.0,0.0,0.0,0.0836484,0.0211331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POU6F2-AS1,0.0,0.0,0.0,0.0,0.224042,0.0,0.0,0.0,0.0,0.310773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP12613,0.0,0.0,0.605066,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP14571,7.38384,7.50305,2.69976,0.0,0.0234456,0.0518145,0.0,0.028303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PP2D1,0.0,0.0,0.0,0.152922,0.0221158,0.12202,0.309361,0.106562,0.258068,0.424009,0.258497,0.248587,0.132618,0.132618,0.217267,0.0627583,0.0428615,0.0312914
PP7080,0.0,0.0,0.0,6.30337,5.43423,6.76522,5.75578,6.63647,6.41782,6.40252,7.18591,5.44331,5.53222,5.53222,5.24987,4.29881,4.93818,5.10414
PPA1,0.0,0.963414,3.36845,100.59,100.384,99.5532,96.8637,102.753,105.615,147.194,147.304,149.555,114.056,114.056,111.231,98.3592,96.4122,99.7015
PPA2,10.4747,3.28016,1.27284,34.1837,33.9002,35.4121,33.2702,31.1558,32.5108,20.99,19.9885,21.6546,32.4317,32.4317,32.6491,26.6149,27.4254,26.1668
PPAN,0.0,0.0,0.0,35.406,33.8878,34.1113,30.7114,26.0192,28.0752,57.4314,55.5527,57.9227,59.7091,59.7091,62.8559,243.297,253.263,242.919
PPAN-P2RY11,0.0,0.0,0.0,0.414742,3.64447,2.9712,0.00136979,3.22654,0.550535,1.51762,2.09087,1.0899,3.79649,3.79649,2.35418,19.5826,16.0787,14.8152
PPAP2A,0.0,0.0,0.0,15.4758,15.0975,16.1019,15.8873,15.845,15.6136,19.7353,20.6198,19.4069,13.743,13.743,13.697,9.80461,8.02014,8.79485
PPAP2B,13.2163,16.0702,12.9477,4.30728,3.9968,4.19113,4.4341,5.35352,4.82373,7.36354,7.03365,7.23493,9.12548,9.12548,9.86209,3.56978,3.50121,3.73697
PPAP2C,0.0,0.0,0.0,16.8946,19.2634,17.4977,17.4707,16.7716,17.9475,20.6427,18.7126,20.32,17.7767,17.7767,16.198,40.2318,40.7122,36.8046
PPAPDC1A,0.0,0.0,0.0,13.2142,12.5539,12.7629,11.6322,11.8109,12.3102,0.756647,1.0498,0.706675,1.01474,1.01474,0.41337,2.95641,2.23508,2.26696
PPAPDC1B,0.0,0.0,0.0,19.9525,24.544,22.0749,24.8128,24.7887,26.0052,67.7308,66.4833,69.5412,38.9272,38.9272,38.5188,24.9314,24.3387,25.2566
PPAPDC2,0.0,0.0,0.0,4.84591,5.43585,5.56802,5.02194,4.76879,5.59703,5.46461,5.87606,6.84888,4.78954,4.78954,4.97374,3.7244,3.9986,3.64934
PPAPDC3,10.6124,12.1654,15.5231,0.489349,0.517156,0.745418,0.483424,0.569819,0.689888,1.08303,1.31566,0.781884,0.573429,0.573429,0.597497,1.82107,1.60198,1.49736
PPARA,6.32385,8.99047,10.4333,2.70924,3.0251,3.03468,3.08407,3.04565,2.93904,1.46253,1.63033,1.76805,1.61196,1.61196,1.77436,1.55933,1.41298,1.23203
