gene_symbol,Con1,Con2,Con3,Con4,Con5,Con6,Con7,Con8,RR1,RR2,RR3,RR4,RR5,RR6,RR7,RR8
CDK19,5.23,9.09,6.47,6.32,6.54,9.47,9.52,9.73,16.04,13.07,10.61,8.72,10.31,10.76,10.61,10.65
RAD9A,7.54,11.58,8.35,9.32,9.01,12.72,13.28,12.16,5.85,3.96,8.56,8.2,8.44,7.76,8.88,8.37
RAP1A,79.62,57.78,42.24,39.57,40.97,51.75,52.58,50.36,106.05,138.38,42.04,51.49,40.58,49.03,46.51,47.93
TSPEAR,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.36,0.02,0.0,0.0,0.0,0.0,0.01,0.0
SHPRH,2.64,3.14,1.86,1.97,2.35,4.11,4.31,4.92,2.12,2.15,2.63,1.86,2.33,3.22,3.07,2.94
CCL25,0.4,0.47,0.0,0.0,0.05,0.0,0.0,0.0,0.35,0.0,0.05,0.0,0.0,0.1,0.0,0.0
RBM27,5.32,4.66,6.77,6.99,8.24,9.33,9.25,9.56,4.2,4.12,5.87,4.48,5.72,8.76,8.75,8.91
PPM1F,11.58,10.72,14.72,15.34,17.02,6.9,6.74,6.46,12.81,7.29,10.76,8.07,11.51,10.84,11.25,11.7
KATNA1,7.46,11.73,11.82,12.47,11.38,11.51,10.6,11.1,6.54,11.54,9.04,9.93,10.03,13.07,12.38,13.38
NUDT5,20.38,23.37,22.86,22.78,22.09,19.27,18.76,18.61,15.29,12.18,17.2,18.23,17.3,22.74,21.92,21.32
GSPT2,10.56,12.15,6.34,6.24,5.64,2.61,2.65,2.91,8.53,5.5,5.95,6.23,6.51,6.93,6.36,6.47
LOC107985805,0.0,0.69,1.72,1.74,1.69,6.53,6.0,5.84,0.28,0.0,1.94,1.62,2.2,1.81,1.41,1.71
BTG1,40.8,17.48,15.15,14.14,14.52,19.66,20.87,19.74,22.16,28.82,18.41,19.44,17.47,11.93,12.32,11.89
CLSTN2,9.68,2.45,0.65,0.59,0.69,0.02,0.03,0.03,3.84,1.48,1.63,1.42,1.6,1.12,1.02,0.75
ADCY5,8.36,3.52,0.13,0.08,0.07,0.23,0.2,0.19,10.79,12.03,0.03,0.1,0.08,0.08,0.01,0.09
EXO5,7.07,1.46,1.4,1.51,1.47,1.2,1.31,1.38,5.05,2.32,0.06,0.1,0.0,0.22,0.45,0.21
CCNJL,3.7,3.22,0.04,0.05,0.0,6.72,6.99,6.83,1.0,0.37,0.12,0.14,0.05,0.06,0.0,0.05
TRPC6,0.77,0.13,0.01,0.0,0.03,0.01,0.02,0.01,0.31,0.16,0.01,0.01,0.01,0.02,0.0,0.02
BBOF1,1.54,3.32,5.53,4.1,5.39,1.37,1.7,1.69,2.39,3.25,10.3,10.27,8.59,6.41,6.02,5.99
PTN,303.63,849.98,94.89,91.15,90.14,97.88,96.74,96.88,192.19,85.11,76.31,91.13,73.72,79.14,76.03,78.81
KRI1,17.67,16.21,20.27,22.14,20.53,14.17,16.22,15.89,13.98,7.17,10.73,11.62,11.2,14.62,15.11,14.43
PRSS3,1.37,4.04,37.82,41.54,36.86,0.07,0.0,0.0,5.74,0.22,25.44,31.31,27.22,24.81,23.76,22.65
PPP1R17,0.07,0.26,0.0,0.0,0.0,0.04,0.16,0.04,0.08,1.58,0.02,0.01,0.0,0.02,0.0,0.0
CYP26C1,0.0,0.05,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
BRCA1,2.63,4.47,13.48,13.91,14.63,9.88,9.97,10.51,2.15,2.21,4.5,4.05,3.91,13.88,13.42,13.59
ZNF721,2.59,4.49,2.8,2.7,2.64,7.52,7.66,7.5,4.41,6.25,1.5,1.36,1.44,3.33,2.72,2.92
EFCAB8,1.21,1.55,1.46,1.07,0.81,1.73,1.82,1.86,2.43,2.64,0.95,1.64,0.92,1.08,0.91,1.05
ULK4,0.88,0.9,2.16,1.88,2.01,0.61,0.73,0.8,0.66,0.52,2.58,2.61,1.96,2.15,1.99,1.9
PIGX,11.56,16.92,13.47,12.91,11.79,20.84,21.68,22.09,12.72,6.81,9.79,11.61,9.86,15.78,13.49,14.73
NAIP,10.19,16.04,2.62,2.15,1.9,3.41,3.93,3.64,12.65,26.49,2.98,3.52,3.08,2.68,2.82,2.73
GALM,3.76,7.35,6.28,6.45,6.41,0.52,0.58,0.52,6.53,14.89,7.37,7.84,7.04,6.04,5.42,6.17
PSMC6,43.13,19.75,27.56,24.04,26.96,30.09,29.85,27.96,34.35,34.79,17.73,17.28,15.82,32.56,31.99,30.67
AMT,4.2,11.67,0.5,0.84,0.88,4.42,3.94,3.63,7.94,3.95,0.97,1.05,0.95,0.71,0.84,0.97
CEACAM8,0.22,0.0,0.46,0.49,0.19,0.7,0.42,0.38,0.24,0.09,0.4,0.6,0.32,0.43,0.44,0.3
FBXO24,0.22,0.38,0.18,0.17,0.27,0.29,0.08,0.29,0.29,0.21,0.23,0.3,0.15,0.13,0.18,0.14
HAUS8,8.8,9.06,13.28,12.18,12.1,13.38,14.02,13.33,6.85,2.93,4.17,4.44,4.24,9.74,10.25,10.29
SDCBP2,3.31,5.58,0.5,0.59,0.28,1.33,1.45,1.31,5.92,1.57,0.54,0.51,0.8,0.39,0.48,0.52
112268375,1.56,0.34,1.8,1.65,1.9,2.74,2.43,2.58,1.27,1.16,1.53,1.56,1.57,2.2,2.27,2.04
RAF1,71.02,57.97,49.33,48.28,45.78,42.94,42.9,41.23,48.11,23.69,33.55,31.24,33.23,42.29,41.3,44.12
GPR183,13.45,1.5,0.03,0.09,0.06,0.0,0.0,0.03,4.37,8.26,0.09,0.12,0.03,0.12,0.24,0.23
TMEM63B,21.88,21.24,16.58,17.56,17.47,30.02,31.21,30.57,12.39,12.42,16.32,16.12,18.3,13.97,14.47,14.76
RSBN1L,7.41,10.03,5.23,4.82,6.33,6.74,7.15,7.11,8.14,5.64,4.69,5.58,4.95,5.52,5.15,5.28
CDK1,36.16,13.41,107.31,100.49,103.44,124.3,119.82,120.61,14.08,2.59,38.47,41.43,39.28,109.86,104.67,110.1
FZD9,2.5,0.79,0.0,0.02,0.0,0.0,0.0,0.0,2.3,1.33,0.0,0.0,0.0,0.0,0.0,0.0
HMGCR,16.78,16.53,13.42,12.77,13.98,13.59,13.1,12.65,6.77,4.3,10.12,7.86,9.65,15.96,15.83,15.19
SPHK2,16.08,18.27,10.39,10.04,9.66,8.25,8.87,9.0,13.51,10.5,8.37,9.28,8.06,6.57,7.6,7.49
SLC1A5,40.62,7.47,80.95,75.08,76.28,138.49,135.7,132.03,18.75,11.89,65.06,70.62,61.71,67.47,70.26,66.26
RWDD1,40.41,38.5,48.14,44.98,45.74,47.93,48.06,46.14,43.62,54.72,30.76,35.53,28.64,61.79,53.81,52.58
OMG,19.05,11.82,0.16,0.03,0.05,0.06,0.06,0.14,50.4,34.1,0.08,0.0,0.03,0.19,0.03,0.19
RPP40,10.54,13.87,5.79,4.52,4.93,4.78,5.32,4.41,4.95,4.74,1.38,1.6,1.3,3.69,2.94,3.27
SYNRG,11.49,11.54,6.82,6.31,8.08,11.46,11.19,11.59,9.58,7.28,7.02,4.86,6.65,6.89,7.4,7.0
CCDC8,2.88,5.93,0.05,0.21,0.14,0.21,0.32,0.1,1.59,1.18,0.26,0.19,0.17,0.2,0.11,0.08
ZDHHC19,0.14,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.2,0.0,0.0,0.1,0.0,0.0,0.0
CHRNA5,0.51,0.1,3.85,3.5,3.57,6.14,6.7,6.77,0.09,0.17,1.42,1.75,1.61,3.61,3.5,2.98
TMEM30A,36.7,39.79,20.93,20.74,23.61,60.47,59.1,60.0,28.81,43.13,22.76,20.28,22.47,36.1,34.99,35.44
NKX6-1,1.33,0.0,3.07,3.59,3.03,3.54,3.75,4.15,0.47,0.2,2.29,2.58,2.05,3.69,3.2,3.1
DNTTIP1,24.12,39.93,70.72,67.62,62.53,22.07,25.23,23.26,31.59,18.84,56.95,64.65,52.9,52.05,53.52,52.65
TMEM47,10.49,27.62,9.67,9.66,10.42,16.97,16.54,16.3,10.17,5.13,12.09,10.95,12.03,10.54,10.69,10.62
DGKG,4.06,1.47,4.94,4.87,5.64,0.86,0.96,0.97,3.12,1.78,3.0,2.07,2.61,3.49,3.65,3.5
GOLGA2,23.15,14.85,25.69,26.65,26.43,30.17,31.46,31.3,20.73,15.68,38.15,35.91,37.37,30.1,28.95,30.59
CD200,27.5,12.1,0.2,0.45,0.43,0.87,0.68,0.9,11.83,9.97,0.53,0.38,0.32,0.3,0.34,0.6
HRASLS5,0.18,0.96,0.04,0.0,0.02,0.0,0.02,0.0,1.35,1.14,0.0,0.0,0.0,0.0,0.02,0.0
PPFIA2,6.61,2.32,0.57,0.55,0.58,1.38,1.4,1.3,6.98,6.03,0.37,0.3,0.37,0.26,0.3,0.26
ZNF98,0.07,0.06,0.0,0.0,0.0,0.05,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GMIP,8.1,7.66,3.46,3.95,3.84,5.02,5.58,5.01,8.24,11.88,3.85,3.42,4.14,3.22,3.32,3.36
HLA-DMB,51.85,19.01,1.79,1.28,1.6,0.0,0.11,0.04,93.94,132.7,1.21,1.47,1.66,0.93,0.94,0.81
SYN1,7.64,43.7,0.02,0.03,0.06,0.16,0.15,0.25,47.52,1.43,0.02,0.02,0.05,0.03,0.02,0.02
UCP3,2.05,2.38,0.45,0.55,0.36,0.42,0.46,0.44,2.71,0.87,0.25,0.42,0.16,0.3,0.37,0.48
CACNB4,1.61,3.73,0.62,0.51,0.41,0.95,0.93,0.99,3.05,0.93,0.4,0.27,0.43,0.64,0.62,0.45
CNOT2,41.31,21.41,30.61,28.28,30.73,14.57,13.24,13.91,23.78,42.79,27.21,26.76,25.43,28.99,29.51,28.05
TSPYL4,17.38,36.69,8.59,9.44,9.5,14.68,14.89,13.48,21.22,13.03,6.59,5.37,6.45,12.18,11.19,12.48
HIST2H2AA4,74.5,14.39,9.24,8.96,7.49,2.49,3.49,2.15,95.95,19.06,11.7,13.89,13.0,8.15,9.86,8.39
ELAVL3,13.37,14.8,0.03,0.0,0.0,0.0,0.03,0.02,26.59,40.57,0.08,0.03,0.01,0.0,0.01,0.0
NFE2L1,72.81,74.28,75.67,84.01,89.63,99.84,99.24,105.39,58.54,62.14,81.69,64.92,83.77,77.41,75.57,79.13
LOC107985729,0.31,0.15,0.0,0.0,0.0,0.04,0.0,0.0,0.23,0.25,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD37,1.12,3.82,4.77,4.27,4.53,2.76,2.16,2.0,2.42,3.59,8.29,11.64,8.16,4.79,4.63,5.52
RBM7,7.62,3.37,5.95,6.12,6.23,22.96,22.98,21.42,6.5,8.64,6.23,6.2,5.78,7.51,7.53,6.79
KRT75,0.0,0.1,7.52,7.87,7.96,0.0,0.0,0.0,0.0,1.15,2.05,1.56,1.9,8.29,9.53,7.69
PRSS54,0.13,0.27,0.0,0.0,0.0,0.0,0.04,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NOB1,25.7,23.41,44.17,41.75,39.85,35.34,35.02,34.53,20.15,14.51,28.6,30.21,26.79,35.24,37.62,37.3
ANKDD1B,0.06,0.1,0.21,0.11,0.25,0.16,0.34,0.26,0.04,0.09,0.19,0.33,0.18,0.11,0.14,0.11
LOC100996720,18.56,20.64,5.3,6.41,5.02,18.35,16.4,17.2,28.28,7.71,14.13,16.98,14.8,5.57,6.58,6.05
MMP15,40.3,6.54,0.08,0.14,0.11,2.95,3.0,3.18,13.34,1.19,0.21,0.19,0.23,0.08,0.15,0.08
ACOT9,16.22,22.97,29.71,28.64,27.31,13.68,14.6,14.73,17.14,12.18,23.75,23.75,22.49,27.81,27.6,27.55
UFSP2,13.13,22.34,8.58,8.12,9.01,9.69,8.88,9.33,11.03,15.44,6.94,7.76,7.64,10.34,9.26,10.07
PCDHGA7,1.1,0.53,0.16,0.13,0.05,0.45,0.46,0.55,0.67,0.59,0.18,0.21,0.13,0.04,0.07,0.07
PPME1,30.69,42.52,31.48,29.05,27.89,36.36,36.84,35.06,40.0,22.55,36.6,37.42,36.2,29.94,30.17,30.57
SLC29A4,18.07,12.0,0.26,0.29,0.29,15.15,15.95,15.88,10.34,2.39,1.33,1.01,1.67,0.15,0.23,0.18
NPY1R,1.33,0.31,1.68,1.36,1.66,131.29,132.11,128.54,0.59,0.05,1.62,1.46,1.3,1.97,2.39,2.32
KIF26B,12.88,1.17,0.24,0.3,0.32,4.49,4.34,4.62,3.33,0.28,0.46,0.31,0.39,0.26,0.28,0.29
SEC22B2,3.17,3.58,5.38,5.2,4.84,28.38,31.26,29.6,3.02,2.11,7.63,8.43,7.18,6.82,6.38,6.8
TNPO2,25.87,49.53,25.12,26.27,27.3,32.78,33.16,33.67,30.02,18.32,21.32,17.2,21.24,22.83,23.84,23.61
TPO,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PDIA5,8.07,6.92,27.03,25.23,24.25,21.69,22.72,21.67,2.79,5.81,53.15,56.17,50.23,41.55,40.19,39.63
RNF40,29.95,24.35,28.94,32.8,35.34,16.65,16.54,17.88,30.38,15.93,21.53,18.76,22.71,27.22,28.42,28.53
MORC1,0.05,0.04,2.25,2.35,1.56,0.0,0.0,0.0,0.03,0.07,0.36,0.46,0.43,0.63,0.58,0.58
GDPD1,6.86,3.53,1.15,1.28,0.84,3.13,3.48,3.08,4.93,1.91,1.51,1.67,1.71,1.48,0.97,1.38
ROBO1,17.65,32.5,12.67,12.89,14.61,17.75,16.39,16.58,5.5,6.99,12.16,8.6,12.22,12.41,13.21,12.32
DEDD,22.37,23.76,13.74,14.14,13.3,18.39,18.16,16.23,25.15,15.28,14.76,16.62,14.83,12.39,12.97,13.95
CDK16,69.7,59.37,59.85,64.2,58.64,59.23,58.62,60.73,47.75,26.87,60.54,61.65,63.83,53.89,54.54,55.32
DNM1,13.48,52.65,64.36,65.8,61.31,14.29,15.02,15.4,29.42,1.8,57.03,57.08,52.98,50.95,50.67,54.36
ANAPC1,6.52,8.02,12.02,12.67,14.38,9.33,8.84,8.7,5.17,4.18,7.2,5.71,7.42,12.82,13.56,13.07
SLC27A6,0.05,0.16,0.0,0.0,0.0,0.38,0.33,0.3,0.26,3.59,0.0,0.0,0.0,0.02,0.02,0.0
ZNF100,3.3,3.91,0.17,0.1,0.12,4.15,3.79,3.75,3.0,2.7,0.12,0.16,0.14,0.13,0.12,0.14
TMOD4,0.08,0.82,0.25,0.21,0.08,0.13,0.08,0.08,0.25,0.06,0.18,0.17,0.18,0.09,0.14,0.04
ERGIC1,69.61,73.25,84.06,86.39,83.48,89.84,89.15,91.16,59.1,40.55,117.26,109.44,118.3,90.94,92.52,92.05
SEMA4D,12.34,11.45,5.62,5.5,6.34,4.09,3.71,4.51,31.22,45.54,9.55,7.84,9.41,6.3,6.04,6.35
LIMS1,17.78,15.67,41.14,41.52,43.45,30.41,29.99,31.46,20.4,26.77,28.9,25.98,27.19,39.08,37.11,39.34
ELMO3,1.24,1.2,0.88,1.03,0.9,4.05,4.08,4.01,0.96,0.76,1.14,1.06,1.49,1.12,1.6,1.43
WDR37,10.29,9.42,4.11,4.17,4.59,6.11,5.95,5.61,8.65,5.92,2.9,2.16,2.76,3.24,3.14,3.08
VAMP7,33.32,16.23,19.87,16.54,17.39,36.86,35.37,34.47,21.76,24.1,18.68,19.21,17.07,25.72,22.29,23.58
SMKR1,0.53,4.19,4.15,4.31,3.46,0.83,1.0,0.47,1.52,0.17,1.24,1.42,1.23,2.11,1.65,1.52
USP17L26,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SRSF11,49.94,51.97,48.94,49.01,49.56,108.71,107.01,106.4,69.88,55.32,49.4,44.03,43.07,70.08,62.57,65.9
ASAH2,0.67,0.2,3.73,4.22,3.93,0.26,0.31,0.05,0.31,0.2,1.96,1.3,2.3,4.16,3.19,2.75
TBC1D9B,37.16,52.52,39.1,41.52,42.19,34.84,35.8,34.8,41.5,45.63,60.25,47.78,61.01,43.7,46.12,46.05
LMF2,28.31,22.82,44.57,44.9,43.98,8.21,8.34,7.95,28.87,24.14,42.96,42.6,42.33,42.53,43.95,46.66
ARL6IP5,94.71,66.62,80.71,75.42,75.15,136.39,129.39,124.63,117.85,111.03,115.6,134.11,117.95,84.61,81.16,83.68
POU2F3,0.32,0.29,1.08,0.86,0.91,0.09,0.07,0.1,0.2,0.19,1.08,0.96,1.02,0.39,0.39,0.27
STAU2,10.72,17.19,6.29,6.01,6.71,11.37,10.24,10.72,11.73,9.85,8.74,7.73,8.31,8.25,7.21,8.02
TRIM10,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0
SPNS2,5.24,7.05,0.21,0.28,0.18,0.0,0.03,0.0,12.82,11.94,0.21,0.12,0.12,0.19,0.21,0.16
LMAN1,15.66,15.82,44.35,45.17,49.66,25.52,25.83,25.63,13.4,25.08,66.64,54.07,64.49,76.99,74.42,75.72
PTHLH,1.22,2.03,1.92,2.25,1.88,174.06,171.24,174.03,1.07,0.45,5.65,5.16,4.54,2.43,2.4,3.4
HMGB3,25.12,14.1,18.34,17.66,16.61,28.92,29.73,28.78,16.14,3.66,7.68,9.85,8.56,20.24,19.21,19.56
DNAJC11,19.25,23.37,38.97,40.77,38.55,15.54,16.22,15.35,19.84,10.29,25.27,21.32,23.54,30.11,30.99,31.53
INTS11,44.77,38.82,28.96,31.01,28.04,33.1,34.72,33.65,36.11,27.53,28.39,27.99,29.63,22.76,25.43,25.05
GLIS2,11.57,16.36,4.19,4.62,3.69,8.25,9.08,9.33,7.41,2.36,7.11,5.83,6.52,4.31,4.6,4.69
CHORDC1,7.68,7.78,10.18,9.69,9.84,13.36,14.31,13.74,6.53,11.06,6.95,7.29,6.65,16.4,14.22,15.45
FGD4,2.11,3.12,0.1,0.19,0.09,0.92,0.77,0.87,3.77,3.66,0.16,0.22,0.14,0.12,0.13,0.13
LYSMD4,3.39,3.71,2.83,2.37,2.31,2.78,2.95,3.19,5.49,3.66,2.23,2.17,2.21,2.96,2.69,2.95
WEE1,23.29,20.99,12.92,13.48,13.08,25.28,22.8,23.92,6.11,2.23,7.62,7.82,7.71,17.17,15.73,15.52
SERF1B,44.34,38.47,13.85,12.29,6.27,22.35,23.07,21.28,28.97,17.35,12.91,16.74,13.83,17.01,16.06,18.19
COX18,3.45,5.68,4.99,5.45,5.54,13.34,13.49,13.83,4.68,3.97,3.4,3.03,2.94,5.07,5.38,5.89
C19orf71,0.6,1.3,5.23,7.28,6.79,4.55,5.85,5.09,0.86,0.37,7.87,5.97,7.62,6.28,5.98,6.07
LOC101927375,0.0,0.0,0.97,1.05,0.87,0.64,0.95,0.94,0.07,0.12,1.26,1.35,1.42,1.06,0.68,0.85
FOXH1,0.04,0.22,0.32,0.58,0.41,0.14,0.17,0.03,0.0,0.08,1.67,1.76,1.06,0.51,0.71,0.62
CENPI,2.11,1.83,11.77,11.39,13.66,11.77,11.94,12.5,1.26,0.24,4.6,3.53,4.31,12.67,13.3,12.45
FHDC1,1.19,1.28,0.48,0.45,0.56,2.94,2.84,2.97,0.42,0.46,0.28,0.16,0.2,0.55,0.5,0.5
RIMKLB,9.68,27.19,5.52,5.5,6.0,5.15,5.43,5.08,10.1,6.48,5.22,4.81,5.06,5.19,5.81,5.87
PLXNB2,30.91,25.71,26.42,28.37,28.6,35.45,35.77,35.88,32.5,25.98,44.85,36.14,45.65,28.27,30.56,30.76
ZNF543,1.7,1.59,0.92,1.02,1.22,1.39,1.31,1.18,1.25,0.78,0.87,0.74,1.23,0.87,1.13,0.94
CYP2A7,0.27,0.26,0.0,0.01,0.0,0.05,0.05,0.05,0.28,0.12,0.04,0.0,0.01,0.0,0.0,0.0
SREBF1,7.89,12.39,19.57,21.55,21.28,60.5,62.72,62.72,28.33,43.32,43.2,35.3,43.32,20.32,21.98,23.21
FAM222B,20.22,12.69,7.18,7.25,6.99,9.07,8.96,10.69,12.13,6.88,8.54,8.84,9.12,6.93,6.84,6.91
GTF2IRD2,4.39,18.49,8.95,6.57,7.13,10.27,11.54,10.14,7.21,4.31,9.3,9.69,8.63,7.56,7.41,5.87
MED14OS,0.18,2.02,1.13,1.57,1.66,0.83,0.7,0.93,1.79,0.69,1.85,1.0,1.94,1.53,1.33,1.52
EPB41L1,11.22,20.45,9.63,9.84,9.8,4.86,5.05,4.8,35.26,25.41,14.64,13.74,14.04,12.01,12.39,12.25
MAP3K10,8.14,15.13,9.81,9.27,9.23,11.49,12.42,12.17,14.3,6.78,12.57,12.29,11.11,7.76,7.45,9.23
CDADC1,3.4,3.74,1.9,1.59,1.69,1.8,2.36,2.19,5.03,2.54,1.69,1.57,1.78,2.17,2.11,1.54
TIAL1,25.85,15.64,25.13,23.89,23.91,38.88,40.74,38.81,24.16,19.76,19.73,20.14,19.34,26.17,25.65,26.74
NEK6,51.54,22.35,16.45,17.35,17.68,14.04,14.45,13.71,44.55,22.49,16.03,14.47,15.55,16.88,17.8,19.08
LTA,0.39,0.18,0.09,0.13,0.05,0.06,0.06,0.08,0.57,0.51,0.0,0.08,0.05,0.04,0.09,0.11
VIT,0.95,0.2,0.05,0.04,0.0,3.21,2.83,3.17,0.16,0.03,0.04,0.04,0.0,0.02,0.0,0.0
RIMS1,4.72,1.69,0.0,0.0,0.0,0.09,0.11,0.16,2.25,0.28,0.0,0.0,0.01,0.0,0.01,0.0
ARID5A,25.98,22.82,1.87,1.75,1.48,5.27,5.52,5.89,16.22,23.28,2.88,3.56,2.96,1.7,1.33,1.44
TOX,4.89,17.96,0.22,0.25,0.2,7.12,6.59,7.19,3.81,0.98,0.25,0.24,0.19,0.17,0.08,0.1
HECTD1,14.55,7.92,10.14,10.33,10.71,14.3,13.35,12.86,11.51,13.63,8.66,6.81,8.23,12.14,12.05,11.83
PCDHGC4,44.02,3.93,0.07,0.06,0.05,0.14,0.31,0.33,5.84,0.46,0.08,0.0,0.03,0.05,0.0,0.08
GSTK1,61.5,130.6,99.84,96.82,92.79,100.52,100.83,98.86,72.25,91.71,47.4,52.68,44.04,80.62,79.83,79.1
GRIK1,0.22,27.95,0.08,0.12,0.11,0.01,0.05,0.0,0.84,0.59,0.04,0.08,0.05,0.09,0.09,0.16
TERB1,0.08,0.0,0.02,0.02,0.05,0.02,0.02,0.07,0.06,0.0,0.02,0.06,0.02,0.04,0.03,0.04
MRPL48,20.86,18.46,10.08,12.05,8.85,11.0,9.15,8.8,22.73,20.51,8.35,9.46,8.66,10.1,12.42,10.22
DPPA3,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07,0.1,0.0,0.0,0.05,0.0,0.0
ZNF45,7.35,6.47,3.44,3.46,3.48,5.8,5.62,5.04,4.8,2.88,2.94,2.23,2.66,3.72,4.5,3.69
SSBP4,47.16,73.58,31.91,35.83,31.99,26.58,26.44,29.24,34.28,22.25,33.8,35.76,34.7,23.73,24.98,25.22
ZNF316,13.58,20.17,7.63,7.85,7.63,15.27,17.22,16.8,13.8,6.8,5.61,5.07,5.48,6.49,7.46,7.66
UST,6.2,11.46,10.74,11.61,11.91,9.28,9.02,9.01,4.44,2.67,13.2,10.79,12.79,11.26,10.43,10.56
SLC45A3,1.66,2.41,2.09,1.77,1.72,3.15,3.29,2.94,11.05,17.13,4.12,4.1,4.2,1.66,2.09,2.17
TMOD1,25.42,6.66,2.34,2.03,1.9,8.39,8.0,8.78,29.3,15.65,6.95,8.57,7.51,1.34,1.23,1.31
CXorf58,0.0,0.1,0.0,0.0,0.08,0.06,0.0,0.04,0.11,0.09,0.0,0.0,0.06,0.12,0.0,0.0
GPR18,0.1,0.18,0.05,0.1,0.12,0.1,0.08,0.0,0.39,0.59,0.14,0.11,0.04,0.08,0.02,0.07
MRE11,2.31,3.79,3.99,4.17,4.0,7.04,7.07,6.97,3.09,3.53,2.48,1.9,2.02,4.8,4.86,4.56
RPL22,195.71,157.76,91.11,85.07,84.8,159.4,164.74,147.7,221.83,143.08,84.92,102.0,92.52,114.76,106.91,107.33
APRT,77.59,44.12,105.65,107.78,101.79,41.51,42.97,39.05,54.55,48.77,108.03,137.4,126.54,96.91,104.7,105.07
NKAIN2,2.38,4.28,0.19,0.19,0.28,0.12,0.03,0.09,19.56,32.64,0.05,0.07,0.03,0.1,0.09,0.07
LOC105376525,0.7,0.61,1.39,1.62,1.62,0.37,0.37,0.32,0.52,0.37,1.68,1.34,1.57,1.75,1.68,1.02
PGF,13.05,3.08,0.13,0.32,0.22,2.79,2.45,2.76,9.83,3.63,0.71,0.51,0.54,0.19,0.09,0.17
DISP2,5.94,0.92,0.14,0.26,0.32,0.26,0.1,0.19,2.48,0.27,0.42,0.52,0.5,0.27,0.22,0.3
NANOG,0.29,0.1,0.31,0.36,0.27,0.66,0.36,0.5,0.14,0.14,0.83,0.3,0.3,0.61,0.56,0.37
ADAMTS9,2.7,9.64,0.15,0.05,0.12,0.63,0.61,0.59,1.62,5.03,0.15,0.12,0.22,0.15,0.13,0.14
PRKACB,22.12,42.67,7.37,7.93,8.37,22.96,21.66,22.17,47.69,48.74,6.61,6.24,6.34,7.81,8.01,7.7
RRM1,31.51,29.65,66.54,64.45,68.34,33.82,33.71,32.36,13.0,11.12,22.67,21.2,22.84,66.86,63.62,65.39
KIN,5.99,5.37,4.14,3.79,4.63,5.02,5.78,6.26,5.05,4.52,3.51,4.4,3.03,4.84,4.32,4.34
PPIAL4F,0.0,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.05,0.0,0.0,0.0
ARMCX3,31.71,31.97,16.78,14.6,16.13,18.83,18.29,19.21,32.47,28.33,26.22,23.93,26.1,27.91,24.99,27.35
RPS4X,625.1,515.55,840.01,780.78,746.01,689.46,695.44,647.26,863.39,496.63,655.73,774.16,661.82,823.0,743.46,786.43
ZNF37A,8.98,7.27,4.94,4.14,4.81,8.1,7.83,7.41,9.21,6.79,4.4,3.88,3.86,5.21,5.56,5.14
WASHC3,33.67,36.17,80.58,79.9,72.03,25.0,21.22,22.02,43.89,51.64,98.15,110.06,97.23,77.71,78.28,75.57
SRRM3,1.35,2.15,1.32,1.26,1.42,1.01,1.18,0.93,5.07,0.28,2.74,2.6,2.67,0.62,0.5,0.6
CD55,10.17,2.27,17.49,17.73,17.0,15.59,14.3,15.43,12.25,39.94,17.45,16.84,16.72,16.77,17.48,17.11
CNTN5,0.01,0.14,0.0,0.0,0.0,0.19,0.23,0.2,0.14,0.32,0.0,0.0,0.0,0.0,0.0,0.0
TTC6,0.0,0.0,0.0,0.0,0.0,0.76,0.78,0.94,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0
ANKRD34C,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.02,0.0,0.0,0.0,0.0,0.0,0.0
FOXP2,0.28,0.12,0.76,0.76,1.01,0.08,0.07,0.03,0.35,0.3,1.04,0.73,0.92,0.59,0.54,0.66
SUMO4,0.37,0.0,0.61,0.53,0.3,1.65,1.84,1.12,0.28,0.48,0.45,1.03,0.63,1.16,0.74,0.86
C3orf35,0.55,0.48,0.79,0.73,0.69,1.13,1.14,1.41,0.32,0.37,1.03,1.02,1.02,0.72,0.56,0.63
ZNF93,2.41,2.47,0.0,0.0,0.0,2.78,2.78,3.23,1.94,2.11,0.02,0.02,0.02,0.02,0.04,0.05
BTLA,0.33,0.07,0.01,0.0,0.0,0.05,0.11,0.07,0.11,0.13,0.04,0.0,0.04,0.02,0.02,0.0
